nom_estab,codigo_act,nombre_act,alcaldia,latitud,longitud,sector_v1
CRITAME,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29533729,-99.1366081,privado
DIVINA LUZ CENTRO HOLISTIO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.31946591,-99.16873156,privado
DNA FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.45210319,-99.055348,privado
DOCTOR SILHWORTH,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.26547983,-99.23977664,privado
ERGOCENTER,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.43185019,-99.18419506,privado
ESPACIO TERAPEUTICOINTEGRAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",La Magdalena Contreras,19.31809074,-99.2240965,privado
ESPACIOS DE SANACION Y RELAJACION JUVE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.43619103,-99.0937878,privado
ESTACIONAMIENTO THERACLINIC DEL VALLE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.37283226,-99.17647706,privado
ESTIMULACION TEMPRANA OCT OPUSS GARDEN,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.46254726,-99.09495963,privado
FACTOR CLAVE CLINICAS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.38027293,-99.16600467,privado
FISICMEDISPORT,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.30216938,-99.17781387,privado
FISIGRIT REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.3979186,-99.09213379,privado
FISIHOM,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29207021,-99.17664837,privado
FISIO 7,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.45084242,-99.14589539,privado
FISIO BEC,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.20228965,-99.14065564,privado
FISIO FIT COAPA CLINICA DE REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.30292856,-99.12175239,privado
FISIO HERTZ,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.27681028,-99.13765496,privado
FISIO TAE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35702911,-99.00514354,privado
FISIOCEAL FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.33045751,-99.1738975,privado
FISIOENERGY,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.4716625,-99.12327022,privado
FISIOGAROM,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48978202,-99.0706532,privado
FISIOLIFE KAD,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.38473214,-99.12467727,privado
FISIOMEX,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.4146524,-99.16141269,privado
FISIO-PLUS MX,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Azcapotzalco,19.46727644,-99.17222461,privado
FISIOTERAIA BILOBA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.35799231,-99.1279853,privado
FISIOTERAPEUTA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.32631413,-99.05491514,privado
FISIOTERAPEUTA KAEMI,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.34308658,-99.02028276,privado
FISIOTERAPEUTA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.32067797,-99.04482973,privado
FISIOTERAPEUTA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.37151897,-99.17596519,privado
FISIOTERAPIA & REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.37816125,-99.12579411,privado
FISIOTERAPIA CARED,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.45430742,-99.10480957,privado
FISIOTERAPIA FAMILIAR,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.275299,-99.17511927,privado
FISIOTERAPIA FISIO RAC,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.2024219,-99.13972292,privado
FISIOTERAPIA FISIOCOYUYA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.39830162,-99.1191333,privado
FISIOTERAPIA GLOBAL CARE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.2866895,-99.2207199,privado
FISIOTERAPIA HOLISTICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.4400701,-99.0963468,privado
FISIOTERAPIA JP,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29561554,-99.2300038,privado
FISIOTERAPIA META,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.26822194,-99.13098753,privado
FISIOTERAPIA MEXQUIRO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tláhuac,19.25633195,-99.00947827,privado
FISIOTERAPIA OTELLA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.42906637,-99.10738908,privado
FISIOTERAPIA PAWER CORE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.34864535,-98.98707606,privado
FISIOTERAPIA REHAB 360,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.39121891,-99.16052401,privado
FISIOTERAPIA REIKI,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tláhuac,19.28098513,-99.05245393,privado
FISIOTERAPIA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.34397058,-99.06788343,privado
FISIOTERAPIA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.46850809,-99.08421292,privado
FISIOTERAPIA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.25557027,-99.06882407,privado
FISIOTERAPIA UNO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.42153533,-99.20539844,privado
FISIOTERAPIA VIDA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Azcapotzalco,19.47958355,-99.21523646,privado
FISIOTERAPIA Y MASAJES WELLINESS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.3946117,-99.06959175,privado
FISIOTERAPIA Y NUTRICION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.37174118,-99.02104182,privado
FISIOTERAPIA Y REABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.46689789,-99.09910758,privado
FISIOTERAPIA Y REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35219925,-99.12024188,privado
FISIOTERAPIA Y REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.55769237,-99.13957066,privado
FISIOTERAPIAS PHYSIO CLINIQUE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.34478157,-99.15092135,privado
FISIOVITAL 360,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.30003834,-99.1715313,privado
FISOTERAPIA HEALTHY BODY,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35447998,-99.05126756,privado
FITNESS HEALT,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.31905835,-99.16403448,privado
FUNDACION SER HUMANO BETH,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tláhuac,19.23303731,-98.99475303,privado
FUNDACION VILLAR LLEDIAS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Álvaro Obregón,19.35804392,-99.17526032,privado
GABINETE DE FISIOTERAPIA Y REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.44153565,-99.16279837,privado
GRUPO GARIBALDI,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.33214625,-99.106883,privado
GRUPO HECSALU,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.36622354,-99.18989231,privado
GRUPO MEDICO INDIANA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.38336463,-99.17728491,privado
GRUPO MEDICO LA MISION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.42013309,-99.12377045,privado
GYMBOREE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.2962693,-99.12637883,privado
GYMBOREE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.40469079,-99.17639111,privado
GYMBOREE COYOACAN,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.34615812,-99.17811305,privado
GYMBOREE DEL VALLE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.38708525,-99.17207654,privado
GYMBOREE POLANCO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.43585265,-99.18404539,privado
HOME MEDICAL ASSESSMENT,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.47088005,-99.14023322,privado
HUESERO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Azcapotzalco,19.48592932,-99.19335389,privado
IMOMOTZUA MASAJES,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.50507842,-99.08323246,privado
IMPULSANDOT FISIOTERAPIA CLINICA DE FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.4539351,-99.15907156,privado
INSTITUTO DE REHABILITACION Y TERAPIAS ALTERNATIVAS INARTA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.55886075,-99.12966197,privado
INSTITUTO DE TERAPIA OCUPACIONAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.3855049,-99.18834607,privado
INSTITUTO DOMINA EL ESTRESS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.40115743,-99.15995699,privado
INSTITUTO MEXICANO DE LA AUDICION Y EL LENGUAJE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.40390444,-99.177096,privado
ITALA SPA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.30451409,-99.20509822,privado
JARDIN DE NIÑOS GYMBOREE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.41519789,-99.10474526,privado
K Y E REHABILITACION Y SPA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.40652356,-99.11285728,privado
KINDER GYMBOREE EDUCACION TEMPRANA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Álvaro Obregón,19.31924513,-99.20857328,privado
KINESIOLOGY CENTRO DE FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48541121,-99.12378297,privado
KINEZIARE FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.44584937,-99.09079502,privado
KIRAN REHABILITACION Y CIENCIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48457389,-99.09854006,privado
KLINIK FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.30835383,-99.13544698,privado
KOVA FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.40827642,-99.17086642,privado
L Y B SPORT FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.41376947,-99.10538707,privado
LESIONES DEPORTIVAS Y EN GENERAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48827659,-99.11506626,privado
LOAD SOPORTED LOGISTICO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Azcapotzalco,19.46961063,-99.17880499,privado
MASAJE INTEGRAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.32460318,-99.02663727,privado
MASAJES BODY DESIGN,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.42972076,-99.2237274,privado
MASAJES TERAPEUTICOS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.32745044,-99.04642643,privado
MASAJES TERAPEUTICOS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.36088807,-99.0177232,privado
MEDI FIREH,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.32360726,-99.12474446,privado
MEDICAL SPORT CENTER,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.32684206,-99.14069161,privado
MEDICINA ALTERNATIVA FISIOTERAPIA CEMAFIR,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.41430617,-99.07735906,privado
MEDICINA ALTERNATIVA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.37017745,-99.03934333,privado
MEDICINA REGENERATIVA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.33836846,-99.01820678,privado
MESAJE MEDICO ESTETICO Y DEPORTIVO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.41220971,-99.12102614,privado
MFISIKA DIAGNOSTICOS HABILITACION Y NUTRICION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29370833,-99.18155153,privado
MOVE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.47060809,-99.10223343,privado
MOVER T CENTRO DE FISIOTERAPIA INTEGRAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.37753152,-99.1645809,privado
NATURISMO ORTOPEDIA Y TERAPIAS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48848695,-99.06874279,privado
NATUROPATIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.28437235,-99.14296059,privado
NEUROREHABILITACION SERE CONSULTORIO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.4283276,-99.21710946,privado
OFICINA ADMINISTRATIVA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.28936343,-99.13017147,privado
ORTOCLINICA DEL NORTE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48055621,-99.10247057,privado
ORTOPEDIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.41787729,-99.11883065,privado
ORTOPEDIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35954555,-99.03160525,privado
ORTOPEDIA MI FE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tláhuac,19.22965357,-99.00464769,privado
ORTOPEDIA TECNICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.39547753,-99.13410893,privado
ORTOS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.45210014,-99.21974704,privado
PAYLE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.49621048,-99.07729264,privado
PHYSIMED,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",La Magdalena Contreras,19.32392338,-99.21854684,privado
PHYSIO FUNTIONAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.33316471,-99.03743694,privado
PISIS FISIO-SPA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35675762,-99.09017178,privado
PROYECTO CAMINA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29696446,-99.15277606,privado
QUIROFISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.51724114,-99.15892296,privado
QUIROPRAXIA INCA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.29978775,-99.10013621,privado
QUORE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Álvaro Obregón,19.32014401,-99.213561,privado
REDUVITAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29091427,-99.21844824,privado
REHAB EVOLUTION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",La Magdalena Contreras,19.31587153,-99.22192837,privado
REHAB SPORT ORTOPEDIA TRAUMATICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.39813354,-99.1711829,privado
REHABICARE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.43991325,-99.18478515,privado
REHABILIATCION FISICA Y PSICOLOGICA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.4189822,-99.08935583,privado
REHABILITA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.40932166,-99.16682553,privado
REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.38516042,-99.03206549,privado
REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.31849075,-99.13727411,privado
REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.4562667,-99.0568055,privado
REHABILITACION AUDITIVA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35258482,-99.07810256,privado
REHABILITACION AUDITIVA Y ENSEÑANZA DEL LENGUAJE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.4076168,-99.18892058,privado
REHABILITACION CUAUTEPEC,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.53889564,-99.14031747,privado
REHABILITACION DE RODILLAS SOBRE METABOLISMO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.52085139,-99.13268411,privado
REHABILITACION FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.26821871,-99.22189795,privado
REHABILITACION FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.38664352,-99.04539231,privado
REHABILITACION FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.33800714,-99.0472141,privado
REHABILITACION FISICA DEPORTIVA INESPORT,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.40186219,-99.07293804,privado
REHABILITACION FISICA FISIO SMART,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29404463,-99.1315614,privado
REHABILITACION FISICA JEETS KUUP,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.24624356,-99.12592542,privado
REHABILITACION FISIOTERAPEUTICA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.39141154,-99.05995861,privado
REHABILITACION INTEGRAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.39258049,-99.07892248,privado
REHABILITACION INTEGRAL AJUSCO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.28200256,-99.22368779,privado
REHABILITACION OSH,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Álvaro Obregón,19.35345064,-99.18567519,privado
REHABILITACION QUIROFISICA SPA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Álvaro Obregón,19.37634141,-99.19701057,privado
REHABILITACION Y FISIOTERAPIA VIP,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztacalco,19.41432909,-99.06361815,privado
REHABILITACION Y TERAPIA FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.43756665,-99.18800128,privado
REHABILITACIONY TERAPIA FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.37468343,-99.02271706,privado
REHABILITANDO MED,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.42734707,-99.16373117,privado
REHFISEF REHABILITACION FISICA EFECTIVA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48802424,-99.12499733,privado
REUMATOLOGIA EN MOVIMIENTO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.463269,-99.13743941,privado
REYES FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35113646,-99.08318663,privado
SALA DE MASAJE TERAPÉUTICO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.45920069,-99.18790981,privado
SANGKI ENERGIA VITAL,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.46803998,-99.09869802,privado
SANGKI EQUILIBRIO ENERGETICO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.49499575,-99.09763502,privado
SE CURAN TORCEDURAS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.40553836,-99.1999817,privado
SINERGIA REHABILITACION Y FITNESS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuajimalpa de Morelos,19.34221377,-99.27855608,privado
SPA GADYX,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.34001247,-99.04973018,privado
SPA ITZAE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.43380513,-99.147334,privado
SPORT REINTEGRA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.50044288,-99.12452869,privado
STARLIGHT MEDICAL CARE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.38736584,-99.16387423,privado
TERAPEUTA FISTERAPEUTA XALOSTOC,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.42806721,-99.05564794,privado
TERAPHY BODY,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.31545729,-99.09500128,privado
TERAPIA DE ACTIVACION MUSCULAR SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",La Magdalena Contreras,19.32128249,-99.24593979,privado
TERAPIA DE LENGUJE Y APRENDIZAJE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Álvaro Obregón,19.36151294,-99.18311349,privado
TERAPIA DE REHABILITACION DEL CONSEJO DE FOMENTO CULTURAL Y DEPORTIVO EN TLALPAN,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29101736,-99.17333841,privado
TERAPIA FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.35049907,-99.09906688,privado
TERAPIA FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.32301291,-99.16192392,privado
TERAPIA FISICA AVE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.25081989,-99.12344503,privado
TERAPIA FISICA DANA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.47246203,-99.08498952,privado
TERAPIA FISICA Y QUIROPRACTICA SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.44389209,-99.10978468,privado
TERAPIA FISICA Y REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.38628971,-99.07971892,privado
TERAPIA FISICA Y REHABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.54174638,-99.14771677,privado
TERAPIA FISICA Y REHABILITACION CAFI,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.40856655,-99.08789482,privado
