nom_estab,codigo_act,nombre_act,alcaldia,latitud,longitud,sector_v1
ACERCATEFEM NORTE,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.47645926,-99.143055,privado
ACUPUNTURA CHINA,621111,Consultorios de medicina general del sector privado,Tlalpan,19.28887089,-99.12626565,privado
AFEECI,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.4006118,-99.18740368,privado
ALLOY BUSINESS CENTER,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37110881,-99.17299827,privado
AMBU MEDICA,621111,Consultorios de medicina general del sector privado,La Magdalena Contreras,19.32339405,-99.22324158,privado
AMEG,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.44934812,-99.12315174,privado
AMSAVIH,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.3968353,-99.17103592,privado
ANALISIS CLINICOS DEL DOCTOR SIMI,621111,Consultorios de medicina general del sector privado,Coyoacán,19.32343147,-99.15708179,privado
ANALISTA LABORATORIO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.36436856,-99.1169699,privado
ANDRES FELIPE COBALEDA ARISTIZABAL,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.40683965,-99.16666056,privado
APARATOS AUDIVITOS,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.36167338,-99.18867559,privado
AS CLINIC,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.44712175,-99.15725096,privado
ASOCIACION DE ESPECIALIDADES MEDICAS,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.4146637,-99.16135595,privado
ATENCION MEDICA DOMICILIARIA,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49923257,-99.12938738,privado
ATENCION MEDICA INTEGRAL,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49866865,-99.07328972,privado
ATENCION MEDICA INTEGRAL AMI,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.37519271,-99.12000437,privado
ATENCION MEDICA MIXCOAC,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.37278715,-99.19687511,privado
AUDIOLOGIA,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43560733,-99.18983232,privado
BIOACERT COMPLEJO MEDICO,621111,Consultorios de medicina general del sector privado,Coyoacán,19.30709863,-99.17421197,privado
BIOMEDICA AXOLOTL,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.46810336,-99.18106664,privado
BIONEURAL,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.47974182,-99.1550829,privado
BIOS NOVA GRUPO MEDICO,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37525958,-99.17351424,privado
BIOTEC LAB,621111,Consultorios de medicina general del sector privado,Tlalpan,19.29318526,-99.2335731,privado
BON MASAJE,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.49365092,-99.20767687,privado
BUSINESS CENTER,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37114511,-99.17298901,privado
CASA PARROQUIAL DE LA VIDA SAGRADOS CORAZONES,621111,Consultorios de medicina general del sector privado,Iztacalco,19.3946407,-99.0744001,privado
CEDEI,621111,Consultorios de medicina general del sector privado,Coyoacán,19.31270633,-99.16534347,privado
CENTRAL MEDICA PAOLA SC,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.30796163,-99.07435816,privado
CENTRO ANTIDIABETICO SANTIAGO,621111,Consultorios de medicina general del sector privado,Xochimilco,19.24723588,-99.12674395,privado
CENTRO AURA,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.39144234,-99.17100462,privado
CENTRO COMUNITARIO DE ATENCION INTEGRAL PROGRESO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.33488035,-99.0403372,privado
CENTRO COMUNITARIO DE SALUD INTEGRAL CONSULTORIO MEDICO,621111,Consultorios de medicina general del sector privado,Coyoacán,19.32215502,-99.11366269,privado
CENTRO DE ATENCION A LA SALUD Y EL BIENESTAR,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.46520565,-99.1814433,privado
CENTRO DE ATENCION VISUAL,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.33446213,-99.02547743,privado
CENTRO DE CAPACITACION EN TECNICAS DE LA SALUD,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.44236793,-99.09026668,privado
CENTRO DE CUIDADOS MEDICOS,621111,Consultorios de medicina general del sector privado,Xochimilco,19.26284179,-99.12867809,privado
CENTRO DE DESARROLLO DEL BUEN VIVIR,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.4181264,-99.16722449,privado
CENTRO DE DIAGNOTICO PULMONAR AVANZADO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.40538704,-99.15973415,privado
CENTRO DE ESPECIALIDADES MEDICAS,621111,Consultorios de medicina general del sector privado,Coyoacán,19.34029493,-99.13700761,privado
CENTRO HOLISTICO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.43174306,-99.13655054,privado
CENTRO INTEGRAL DE CIRUGIA PLASTICA,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.33313993,-99.1996993,privado
CENTRO INTEGRAL DE MEDICINA ANTIENVEJECIMIENTO,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37289667,-99.17559126,privado
CENTRO INTEGRAL PARA EL CONTROL DE SOBRE PESO Y OBESIDAD,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.41466346,-99.10467305,privado
CENTRO MEDICO CAPISTRAN,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37461122,-99.16018948,privado
CENTRO MEDICO COYOACAN,621111,Consultorios de medicina general del sector privado,Coyoacán,19.30975993,-99.12970165,privado
CENTRO MEDICO COYOACAN,621111,Consultorios de medicina general del sector privado,Coyoacán,19.30999698,-99.12887559,privado
CENTRO MEDICO ESPECIALIZADO EN DIABETES,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.43889326,-99.15824794,privado
CENTRO MEDICO FAMILIAR,621111,Consultorios de medicina general del sector privado,Coyoacán,19.32628569,-99.11362677,privado
CENTRO MEDICO GUERRERO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.44275902,-99.14877962,privado
CENTRO MEDICO PRIVADO,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37043355,-99.16280196,privado
CENTRO QUIRURGICO RIO CONSULADO,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.46333125,-99.15221699,privado
CENTTRO DE URGENCIAS MEDICAS NUM 6 DE LA CRUZ ROJA MEXICANA,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.35493504,-99.21554839,privado
CHECK UP MEDICO ESPECIALIZADO,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43180858,-99.17990376,privado
CIBIO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.42295674,-99.15685269,privado
CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,Tlalpan,19.29617416,-99.16118248,privado
CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.39939293,-99.20422735,privado
CIRUGIA GENERAL DE COLON Y RECTO,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.39925564,-99.20420882,privado
CISDE CENTRO INTEGRAL DE SALUD DEPORTIVA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.33610777,-99.10887525,privado
CLINCA MEDICA COYOACAN,621111,Consultorios de medicina general del sector privado,Coyoacán,19.30678403,-99.1202487,privado
CLINI K INTEGRAL,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.47659936,-99.11977655,privado
CLINICA AMOR,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.37594261,-99.12756477,privado
CLINICA APPLE MEDICAL GROUP ODONTO PEDIATRA,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.41257193,-99.09085073,privado
CLINICA CAME CENTRO DE ATENCION A LA MUJER,621111,Consultorios de medicina general del sector privado,Tlalpan,19.27295382,-99.17413406,privado
CLINICA CORPO BELLO,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.47984284,-99.19133479,privado
CLINICA DE ATENCION MEDICA,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.38649572,-99.17187439,privado
CLINICA DE CIRUGIA AMBULATORIA COLOPROCTOLOGIA DIAGNOSTICA,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.40609096,-99.16691034,privado
CLINICA DE CUIDADO OCULAR VISIO LASER,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43115726,-99.20971174,privado
CLINICA DE DIAGNOSTICO ASPOBU S DE RL DE CV,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.39376031,-99.1720455,privado
CLINICA DE ESPECIALIDADES MEDICAS,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41918846,-99.17379174,privado
CLINICA DE ESPECIALIDADES MEDICAS BOLIVAR,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41127796,-99.14198035,privado
CLINICA DE ESPECIALIDADES MEDICAS BUEN TONO,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.47463775,-99.12622034,privado
CLINICA DE ESPECIALIDADES MEDICAS IZTACALCO,621111,Consultorios de medicina general del sector privado,Iztacalco,19.39101001,-99.11489468,privado
CLINICA DE ESPECIALIDADES ZAMILED,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.54137095,-99.15071123,privado
CLINICA DE JESUS,621111,Consultorios de medicina general del sector privado,Tláhuac,19.29294539,-99.03780919,privado
CLINICA DE MATERNIDAD SAN PEDRO,621111,Consultorios de medicina general del sector privado,Milpa Alta,19.20591067,-99.04936128,privado
CLINICA DE MEDICINA BIOLOGICA,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.35905672,-99.183592,privado
CLINICA DE SALUD FEMENINA,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.39742914,-99.17141028,privado
CLINICA DE TERAPIA GRUPO HAMECO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.42328853,-99.16861683,privado
CLINICA DEL CARMEN,621111,Consultorios de medicina general del sector privado,Iztacalco,19.3936054,-99.07615123,privado
CLINICA DEL CRISTO DEL PEDREGAL,621111,Consultorios de medicina general del sector privado,Tlalpan,19.29376778,-99.23173846,privado
CLINICA DOCTOR RAMIREZ VAZQUEZ,621111,Consultorios de medicina general del sector privado,Tláhuac,19.27750385,-99.00367664,privado
CLINICA DOCTOR ROQUE,621111,Consultorios de medicina general del sector privado,Tláhuac,19.27927478,-99.00839702,privado
CLINICA ESPECIALIZADA RG,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.44755859,-99.20449514,privado
CLINICA FENG HUANG,621111,Consultorios de medicina general del sector privado,Coyoacán,19.32557688,-99.17097199,privado
CLINICA FONIATRIA,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43824633,-99.19596754,privado
CLINICA GARCIA VALDEZ JUAN ANTONIO,621111,Consultorios de medicina general del sector privado,Iztacalco,19.39053762,-99.07636941,privado
CLINICA GRECIA,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.44670391,-99.19404945,privado
CLINICA HOSPITAL XALTOCAN,621111,Consultorios de medicina general del sector privado,Xochimilco,19.25827234,-99.10271868,privado
CLINICA IMAGEN,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.3457336,-98.99983908,privado
CLINICA IZTACALCO,621111,Consultorios de medicina general del sector privado,Iztacalco,19.39056602,-99.11511308,privado
CLINICA LEMUS,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.34775836,-99.0161101,privado
CLINICA LUZ,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.54657352,-99.14408131,privado
CLINICA MADONNA,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.41105693,-99.09725768,privado
CLINICA MARDAN,621111,Consultorios de medicina general del sector privado,Iztacalco,19.39355515,-99.11393351,privado
CLINICA MEDICA,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.44211401,-99.12147401,privado
CLINICA MEDICA DOCTOR RAFAEL CLARK,621111,Consultorios de medicina general del sector privado,La Magdalena Contreras,19.32138284,-99.24596552,privado
CLINICA MEDICA DR LEON Y ASOCIADOS,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.31873416,-99.07343548,privado
CLINICA MEDICA EL ROSARIO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.36509038,-99.03710795,privado
CLINICA MEDICA MIHJAR,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.3781898,-99.10306865,privado
CLINICA MEDICA NORMA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.35416208,-99.05433759,privado
CLINICA MEDICA NUESTRA SEÑORA DE LA ASUNCION,621111,Consultorios de medicina general del sector privado,Milpa Alta,19.1934332,-99.02203178,privado
CLINICA MEDICA SANTA LUCIA,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.36933639,-99.22042608,privado
CLINICA MEDICA VILLEGAS MEMORIAL,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.37846545,-99.01285741,privado
CLINICA MEDICO QUIRURGICA SAAM,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.45754128,-99.16725145,privado
CLINICA MEDIKAR,621111,Consultorios de medicina general del sector privado,Tlalpan,19.23266236,-99.17933878,privado
CLINICA MILENIUM,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.30276139,-99.06886831,privado
CLINICA MIRANDA,621111,Consultorios de medicina general del sector privado,Iztacalco,19.4106993,-99.06740147,privado
CLINICA NUESTRA SEÑORA DE LA SOLEDAD,621111,Consultorios de medicina general del sector privado,Cuajimalpa de Morelos,19.35489209,-99.30093747,privado
CLINICA PARANA,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.45890591,-99.20894512,privado
CLINICA PROMEDIC MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.46234236,-99.18016721,privado
CLINICA SACRAMENTO,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.38111141,-99.17615763,privado
CLINICA SAN ANTONIO,621111,Consultorios de medicina general del sector privado,Iztacalco,19.3935956,-99.10262627,privado
CLINICA SAN JOSE,621111,Consultorios de medicina general del sector privado,Xochimilco,19.2618601,-99.13145254,privado
CLINICA SAN JUDAS TADEO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.34398132,-99.02370625,privado
CLINICA SAN MARCOS DE ZAPOTITLAN,621111,Consultorios de medicina general del sector privado,Tláhuac,19.2967055,-99.03472169,privado
CLINICA SAN RAFAEL LA VIGA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.36863508,-99.12266395,privado
CLINICA SANAR INTEGRATIVE,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43276591,-99.19983253,privado
CLINICA SG,621111,Consultorios de medicina general del sector privado,Coyoacán,19.34116768,-99.14002193,privado
CLINICA TUDOC ON DEMAND,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.42743184,-99.21073805,privado
CLINICA VASCO DE QUIROGA,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49377111,-99.09503568,privado
CLINICA YAMI,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.49125366,-99.18723508,privado
CLINICOS ASOCIADOS BOCM,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37120599,-99.15349496,privado
CLINIMED,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.46712533,-99.17918009,privado
CLINIQUE RINOPERFECT,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41466552,-99.16134684,privado
COBSULTORIO DOCTOR MORA,621111,Consultorios de medicina general del sector privado,Tláhuac,19.32207231,-98.95897525,privado
COLSUTORIO MEDICO GI,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.37977982,-99.19252094,privado
COMODATO,621111,Consultorios de medicina general del sector privado,Cuajimalpa de Morelos,19.36217304,-99.28803074,privado
CONDULTORIA DENTA DOCTTORA SUSANA,621111,Consultorios de medicina general del sector privado,Coyoacán,19.34119482,-99.14002074,privado
CONSILTORIO MEDICO MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.42161798,-99.08841557,privado
CONSILTORIOS MEDICOS Y ESPECIALIDADES,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.41248225,-99.10446535,privado
CONSULTA DE CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.41118346,-99.18531923,privado
CONSULTA GENERAL,621111,Consultorios de medicina general del sector privado,Coyoacán,19.30916865,-99.16328639,privado
CONSULTA GENERAL,621111,Consultorios de medicina general del sector privado,Coyoacán,19.31459927,-99.16506887,privado
CONSULTA GENERAL,621111,Consultorios de medicina general del sector privado,Coyoacán,19.31308298,-99.16296163,privado
CONSULTA GENERAL,621111,Consultorios de medicina general del sector privado,Coyoacán,19.31307476,-99.16295137,privado
CONSULTA MEDICA GENERAL,621111,Consultorios de medicina general del sector privado,Cuajimalpa de Morelos,19.37460637,-99.2838493,privado
CONSULTA MEDICA GENERICOS Y SIMILARES,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32736678,-99.06345182,privado
CONSULTAS MEDICAS,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.37086167,-99.23151667,privado
CONSULTIORIO MEDICO,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.46938892,-99.12094877,privado
CONSULTORES EN MEDICINA ELECTRONICA ,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37144612,-99.16486795,privado
CONSULTORES EN MEDICINA LABORAL Y DEL TRANSPORTE,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.438575,-99.08529376,privado
CONSULTORI MEDICO,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.39998447,-99.17846773,privado
CONSULTORI MEDICO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32784508,-98.96952798,privado
CONSULTORI MEDICO SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.49108089,-99.19836673,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Coyoacán,19.30561785,-99.10893753,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Coyoacán,19.34204194,-99.18177241,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Coyoacán,19.35042584,-99.15190571,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.36069209,-98.99415538,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Iztacalco,19.38651878,-99.13278914,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Iztacalco,19.39638417,-99.11261329,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.47726055,-99.1416587,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.39859468,-99.18482949,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.40680793,-99.16791589,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41860335,-99.17164503,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41624812,-99.16261062,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.43351521,-99.13718595,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Xochimilco,19.25715918,-99.13074589,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Tlalpan,19.1995472,-99.14194009,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37162027,-99.1775884,privado
CONSULTORIO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.43894101,-99.15493314,privado
CONSULTORIO 1007,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.36104879,-99.16978526,privado
CONSULTORIO 1088,621111,Consultorios de medicina general del sector privado,La Magdalena Contreras,19.31177724,-99.22038324,privado
CONSULTORIO 2,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37245788,-99.1478578,privado
CONSULTORIO 908 TORRE MEDICA SAN ANGEL INN,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.35882127,-99.16877222,privado
CONSULTORIO AC,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.43122868,-99.10796583,privado
CONSULTORIO ADJUNTO A FAMAMIGO,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.52484091,-99.16940764,privado
CONSULTORIO ADJUNTO FARMAMEDIC,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.52340373,-99.16647467,privado
CONSULTORIO ALFARERO,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.46932667,-99.07376112,privado
CONSULTORIO ALIANZA,621111,Consultorios de medicina general del sector privado,Tláhuac,19.3127356,-98.96726957,privado
CONSULTORIO ANDRES,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.55347623,-99.1383844,privado
CONSULTORIO ANSE,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.34045499,-99.07020207,privado
CONSULTORIO BEST FUNDATIONS,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.42523684,-99.14833489,privado
CONSULTORIO CEDILLO,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.45468336,-99.18941722,privado
CONSULTORIO CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.39972737,-99.17304203,privado
CONSULTORIO CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.4213356,-99.1563463,privado
CONSULTORIO CITLALLI,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.3420829,-99.02188214,privado
CONSULTORIO CLINICO DE JESUS MEDICO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.36763392,-99.00647871,privado
CONSULTORIO COMUNITARIO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32579132,-99.03771647,privado
CONSULTORIO COMUNITARIO MEXFAM,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.31947757,-99.0406566,privado
CONSULTORIO DCC,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.42200088,-99.15672172,privado
CONSULTORIO DE ACUPUNTURA Y NEUROLOGIA,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.48174043,-99.18653673,privado
CONSULTORIO DE CIRUGIA EN GENERAL,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.48712505,-99.12995239,privado
CONSULTORIO DE CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.42192053,-99.15707777,privado
CONSULTORIO DE CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,La Magdalena Contreras,19.31228967,-99.22036152,privado
CONSULTORIO DE CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,La Magdalena Contreras,19.31117631,-99.22086959,privado
CONSULTORIO DE CIRUGIA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.38441567,-99.17569217,privado
CONSULTORIO DE DOCTOR MOISES,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.34163976,-99.02960019,privado
CONSULTORIO DE ESPECIALIDAD EN CIRUGIA GENERAL Y MEDICINA INTERNA,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.50877755,-99.20758763,privado
CONSULTORIO DE ESPECIALIDADERS MEDICAS,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.4145085,-99.16139692,privado
CONSULTORIO DE ESPECIALIDADES,621111,Consultorios de medicina general del sector privado,Xochimilco,19.25120765,-99.09877519,privado
CONSULTORIO DE ESPECIALIDADES,621111,Consultorios de medicina general del sector privado,Coyoacán,19.3064164,-99.11627666,privado
CONSULTORIO DE ESPECIALIDADES,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.46833833,-99.13341713,privado
CONSULTORIO DE ESPECIALIDADES CIRUJANO DE COLUMNA VERTEBRAL,621111,Consultorios de medicina general del sector privado,Cuajimalpa de Morelos,19.35750688,-99.28303413,privado
CONSULTORIO DE ESPECIALIDADES LUMAR,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.35880098,-99.0947865,privado
CONSULTORIO DE ESPECIALIDADES MEDICAS,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.51797578,-99.15989126,privado
CONSULTORIO DE ESPECIALIDADES MEDICAS,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.31713317,-99.08810878,privado
CONSULTORIO DE ESPECIALIDADES MEDICAS,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.42702551,-99.1612937,privado
CONSULTORIO DE ESPECIALIDADES MEDICAS ARAGON,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.45418181,-99.08432017,privado
CONSULTORIO DE ESPECIALIDADES MEDICAS SANTA MARIA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32721759,-99.03801739,privado
CONSULTORIO DE ESPECIALIDADES METABOLICAS,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.44755451,-99.18467595,privado
CONSULTORIO DE ESPECIALIDADES UPYM,621111,Consultorios de medicina general del sector privado,Milpa Alta,19.19908849,-99.05157906,privado
CONSULTORIO DE FARMACIA,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.3844878,-99.22884427,privado
CONSULTORIO DE FARMACIA SIMILARES,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.370165,-99.13723933,privado
CONSULTORIO DE FARMACIA SIMILARES,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.46091911,-99.1399245,privado
CONSULTORIO DE FARMACIA SIMILARES,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41419355,-99.14437326,privado
CONSULTORIO DE FARMACIAS SIMILARES,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.42761253,-99.13538982,privado
CONSULTORIO DE FARMACIAS SIMILARES,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.36636908,-99.20736824,privado
CONSULTORIO DE FATIMA,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.54081786,-99.14699214,privado
CONSULTORIO DE FUNDACION BEST,621111,Consultorios de medicina general del sector privado,Coyoacán,19.3371066,-99.12061995,privado
CONSULTORIO DE FUNDACION BEST DE SIMI TURNO MATUTINO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32935522,-98.97548998,privado
CONSULTORIO DE FUNDASION BEST TURNO VESPERTINO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32938238,-98.97548042,privado
CONSULTORIO DE GABINETE DE ULTRASONIDO YCOLPOSCOPIA,621111,Consultorios de medicina general del sector privado,Xochimilco,19.26110349,-99.10148502,privado
CONSULTORIO DE GENERICOS,621111,Consultorios de medicina general del sector privado,Coyoacán,19.33741157,-99.1195933,privado
CONSULTORIO DE INFECTOLOGIA,621111,Consultorios de medicina general del sector privado,La Magdalena Contreras,19.31148312,-99.22053696,privado
CONSULTORIO DE JESUS,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.53969357,-99.15261967,privado
CONSULTORIO DE LA FARMACIA SAN JUDAS,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.44591682,-99.14631478,privado
CONSULTORIO DE LA PARROQUIA,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.45974462,-99.20841152,privado
CONSULTORIO DE MEDICINA ESPECIALIZADA INTEGRA,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37151737,-99.17595822,privado
CONSULTORIO DE MEDICINA FAMILIAR,621111,Consultorios de medicina general del sector privado,Tláhuac,19.27689333,-99.00187761,privado
