stop_id,stop_name,stop_lat,stop_lon,agencia,grupo_stop_id
040010-TULIPAN,Tulipán,19.342902,-99.057158,04,4239
01020A00-CIRGPRIETO,Circuito Interior - Guillermo Prieto,19.438267,-99.168144,01,0
0501070-JBARRERA,Juan de la Barrera,19.50992,-99.18857,05,4840
0300L4-20NOVIEMBR,20 de Noviembre,19.42932,-99.13402,03,3907
0300L4-PINOSRZSR,Pino Suárez Sur,19.4261,-99.13421,03,3908
0300L4-SANPABLO,San Pablo,19.42558,-99.1307,03,3909
0300L4-FRAYSERVND,Fray Servando,19.42364,-99.13097,03,3910
0300L4-MSONORASUR,Mercado Sonora Sur,19.42311,-99.1267,03,3911
0501261-MCOPILCO,Metro Copilco,19.33635,-99.1776,05,4841
0501261-PERFCOSUR,Periférico Sur,19.3315,-99.20981,05,4842
0501261-POLLITOS,Los Pollitos,19.30543,-99.23503,05,4843
0501261-JMORNSALID,José Moreno Salido,19.30505,-99.23748,05,4844
0501261-LALOMA,La Loma,19.30463,-99.23996,05,4845
0501261-MAGDALNC,Alcaldía Magdalena Contreras,19.30468,-99.24148,05,4846
0501261-AVSNFCO,Av. San Francisco,19.30442,-99.24388,05,4847
0501260-CCCONTRS,C. C. Contreras,19.3023,-99.24585,05,4848
0501260-ADORHILDA,Andador Hilda,19.30391,-99.24126,05,4849
0501260-CICLOPSTA,Ciclopista,19.30411,-99.23924,05,4850
0501260-ESTACION,La Estación,19.30475,-99.23724,05,4844
0501260-PLZARTZ,Plaza Artz,19.31432,-99.22037,05,4851
0501260-SAMS,SAMS,19.32668,-99.21249,05,4852
040010-ACAHUALT,Acahualtepec,19.35763,-99.00154,04,4240
040010-ACATITL,Acatitlán,19.35528,-99.00813,04,4241
040010-TECOLOXT,Tecoloxtitlán,19.35206,-99.01586,04,4242
040010-IZTAHUAT,Iztahuatzín,19.34876,-99.0185,04,4243
040010-ATZINTLI,Atzintlí,19.34516,-99.02164,04,4244
040010-AZTAHUAC,Aztahuacán,19.34466,-99.02607,04,4245
040010-PAPALOTL,Papalotl,19.34394,-99.03344,04,4246
040010-MEYEHUAL,Meyehualco,19.34319,-99.04125,04,4247
040010-DVOSTACRUZ,Dvo. Santa Cruz,19.34246,-99.04888,04,4248
040010-CONST1917,Constitución de 1917,19.3457,-99.06411,04,4249
0100L1-PANTITLAN,Pantitlán,19.41553,-99.07251,01,1
090R11-PFILOSOFIA,Posgrado de Filosofía,19.33264,-99.19629,09,8519
090R11-AAPAUNAM,AAPAUNAM,19.33437,-99.19536,09,8520
090R11-DIRGRALOBRAS,Dirección General de Obras y Proveeduría,19.33505,-99.19294,09,8521
090R11-RELABORALES,Relaciones Laborales,19.33427,-99.19106,09,8522
0900R8-IIMAS,IIMAS,19.33066,-99.18076,09,8523
0900R8-FRONTONES,Frontones,19.33052,-99.18301,09,8524
0900R8-INGENIERIA,Ingeniería,19.33054,-99.18463,09,8525
0900R8-ALBERCA,Alberca,19.33042,-99.1863,09,8526
0900R8-CTROMEDICO,Centro Médico,19.33016,-99.18774,09,8527
0900R6-CNOVERDE,Camino Verde,19.32563,-99.18199,09,8528
0900R6-ANEXOINGENI,Anexo de Ingeniería,19.32699,-99.18102,09,8529
0900R6-INVERNADERO,Invernadero,19.32898,-99.17992,09,8530
0900R6-CIENCIASMAR,Ciencias del Mar,19.32866,-99.17922,09,8531
0900R6-ICIENTIFICA,Investigación Científica,19.32645,-99.18048,09,8532
0900R6-MBCU,Metrobús CU,19.32299,-99.1893,09,8533
0900R6-IBIOMEDICAS,Investigaciones Biomédicas,19.32312,-99.18968,09,8533
0900R6-PUMITAS2,Pumitas,19.32448,-99.19486,09,8534
0900R6-PISTACALEN2,Pista de Calentamiento II,19.32637,-99.19488,09,8535
0900R6-PISTACALEN,Pista de Calentamiento I,19.32629,-99.19435,09,8536
0900R6-PUMITAS,Pumitas,19.32452,-99.19424,09,8537
0900R6-BASESTADOLIM,Base Estadio Olímpico,19.33354,-99.19057,09,8538
0900R6-ESTACIONAMT2,Estacionamiento 2,19.33347,-99.19324,09,8539
0900R6-ESTACIONAMT3,Estacionamiento 3,19.33255,-99.19457,09,8540
0900R6-ESTACIONAMT4,Estacionamiento 4,19.33124,-99.19417,09,8541
0900R6-ESTACIONAMT6,Estacionamiento 6,19.33028,-99.19339,09,8542
0900R6-ESTACIONAMT7,Estacionamiento 7,19.32914,-99.19239,09,8543
0900R6-ESTACIONMT8,Estacionamiento 8,19.33003,-99.19048,09,8544
0900R6-MUCA,MUCA,19.33008,-99.18905,09,8545
0900R5-FPSICOLOGIA,Facultad de Psicología,19.33465,-99.18915,09,8546
0900R5-FILOSOFIA,Filosofía,19.33495,-99.18725,09,8547
0900R5-DERECHO,Derecho,19.33536,-99.18473,09,8548
0900R5-AVUNIVERSIDAD,Av. Universidad,19.33621,-99.18573,09,8549
0900R5-ECONOMIA,Economía,19.33559,-99.18296,09,8550
0900R5-ODONTOLOGIA,Odontología,19.33487,-99.18078,09,8551
0900R5-MEDICINA,Medicina,19.33456,-99.17981,09,8552
0900R4-CAMPOSFUT2,Campos de Futbol II,19.32329,-99.19207,09,8553
0900R4-JARDINBOTANIC,Jardín Botánico,19.32132,-99.19306,09,8554
0900R4-CAMPOSFUT1,Campos de Futbol I,19.32399,-99.19217,09,8555
0900R4-ESTADIOPRACT,Estadio de Prácticas,19.32673,-99.18809,09,8556
0900R3-CHUMANIDADES,Coordinación de Humanidades,19.31414,-99.18151,09,8557
0900R3-IFILOLOGICAS,Investigaciones Filológicas,19.31406,-99.18106,09,8557
0900R3-IFILOSOFICAS,Investigaciones Filosóficas,19.31397,-99.1801,09,8558
0900R3-AVIMAN,Av. Imán,19.30811,-99.18011,09,8559
0900R3-ARCHIVGRAL,Archivo General,19.30985,-99.18037,09,8560
0900R3-DGAPA,DGAPA,19.3108,-99.18213,09,8561
0900R3-UNIVERSUM,Universum,19.31171,-99.18216,09,8562
0900R3-TEATRODANZA,Teatro y Danza,19.31198,-99.18463,09,8563
0900R3-DGIRE,DGIRE,19.3118,-99.18488,09,8563
0900R3-PECONOMIA,Posgrado de Economía,19.31146,-99.18585,09,8564
0900R3-UPOSGRADO,Unidad de Posgrado,19.30914,-99.18596,09,8565
0900R3-ZONACULTURAL,Zona Cultural,19.3146,-99.18629,09,8566
0900R3-MUAC,MUAC,19.31458,-99.18598,09,8566
0900R3-BIBLIOTECNAL2,Biblioteca Nacional 2,19.31544,-99.18637,09,8567
0900R3-BIBLIOTECANAL,Biblioteca Nacional,19.31577,-99.18611,09,8567
0900R3-ESCULTORICO,Espacio Escultórico,19.31734,-99.18362,09,8568
0900R3-IJURIDICAS2,Investigaciones Jurídicas 2,19.31723,-99.18069,09,8569
0900R3-IJURIDICAS,Investigaciones Jurídicas,19.31687,-99.18045,09,8569
0900R3-FCPOLITICAS,Facultad de Ciencias Políticas,19.3178,-99.17641,09,8570
0900R3-TVUNAM,TV UNAM,19.3176,-99.17626,09,8570
0900R3-CUEC,CUEC,19.3189,-99.17579,09,8571
0900R3-DGSA,DGSA,19.3204,-99.17611,09,8572
0900R3-TIENDAUNAM,Tienda UNAM,19.32129,-99.17625,09,8573
0900R3-TIENDAUNAM2,Tienda UNAM 2,19.32018,-99.17633,09,8572
0900R2-DGTIC,DGTIC,19.3228,-99.18468,09,8574
0900R2-EDUCADISTANC,Educación a Distancia,19.32244,-99.18687,09,8575
0900R2-MBCU,Metrobús CU,19.32369,-99.18792,09,8576
0900R2-BASEMBCU,Base Metrobús CU,19.32392,-99.18767,09,8576
0900R2-TRABAJOSOCI,Escuela de Trabajo Social,19.32323,-99.18664,09,8577
0900R2-FCONTADMIN,Facultad de Contaduría y Administración,19.32359,-99.18478,09,8578
0900R2-FCIENCIASPRO,Facultad de Ciencias Profesores,19.3249,-99.18174,09,8579
0900R2-FCIENCIAS,Facultad de Ciencias ,19.32224,-99.1791,09,8580
0900R2-FCIENCIASALU,Facultad de Ciencias Alumnos,19.32261,-99.1791,09,8580
0900R2-BASEMCU,Base Metro Universidad,19.32446,-99.17564,09,8581
0900R1-QUIMICADE,Química Conjunto D y E,19.32283,-99.17745,09,8582
0900R1-IGEOFISICA,Instituto de Geofísica,19.32646,-99.17511,09,8583
0900R1-FMVETERINARIA,Facultad M. Veterinaria,19.32915,-99.17563,09,8584
0900R1-FMEDICINA,Facultad de Medicina,19.33296,-99.17876,09,8585
0900R1-FODONTOLOG,Facultad de Odontología,19.3347,-99.18071,09,8551
0900R1-FECONOMIA,Facultad de Economía,19.33522,-99.18294,09,8550
0900R1-FDERECHO,Facultad de Derecho,19.335,-99.18478,09,8548
0900R1-FILOSOFIA,Facultad de Filosofía,19.33467,-99.18778,09,8586
0900R1-PSICOLOGIA,Psicología,19.3345,-99.18919,09,8546
0900R1-RECTORIA,Rectoría,19.33268,-99.18937,09,8587
0900R1-FARQUITECTU,Facultad de Arquitectura,19.33054,-99.1868,09,8588
0900R1-FINGENIERIA,Facultad de Ingeniería,19.33075,-99.18453,09,8525
0900R1-ENALLT,ENALLT (CELE),19.33075,-99.18353,09,8589
0900R1-FQUIMICA,Facultad de Química,19.33084,-99.18076,09,8523
0900R1-PSIQUIATRIASM,Psiquiatría y Salud Mental,19.33218,-99.17844,09,8590
0900R1-CENDI,CENDI,19.32773,-99.17477,09,8591
0900R1-BASEMCU,Base Metro Universidad,19.32403,-99.17477,09,8592
01023D00-TEXACALCOT,Texacalco - Tecamachalco,19.42611,-99.22902,01,2
01023D00-TEXACALCO,Texacalco ,19.4265,-99.2294,01,3
01023D01-TEXATLATUL,Texacalco - Fuente de Templanza Atlatunco,19.42612,-99.22984,01,4
01023D01-ATLATULTLAX,Fuente de Templanza Atlatunco - Tlaxcatitlán,19.42573,-99.23036,01,5
01023D01-ATLATULCHAY,Fuente de Templanza Atlatunco - Chayiyicame,19.42491,-99.23133,01,6
01023D00-ATLATULCO,Fuente de Templanza Atlatunco - Acuezunco,19.42412,-99.23233,01,7
01023D00-FTESTECAMA,Av. de las Fuentes - Tecamachalco,19.42225,-99.23331,01,8
01023D01-GTAVFUENTS,Glorieta Av. de las Fuentes,19.42458,-99.23441,01,9
01023D00-TRITONJUANA,Fuente de Tritones - Juana de Arco,19.42483,-99.23462,01,9
01023D00-TRITONADAN,Fuente de Tritones - Fuente de Adán,19.42766,-99.23049,01,10
01023C00-ESIA,ESIA,19.43034,-99.23236,01,11
01023C00-AGUAESIA,Agua Caliente - ESIA,19.42973,-99.23318,01,12
01023C01-AGUAESIA,Agua Caliente - ESIA,19.42989,-99.23326,01,12
01023C01-AGUALEONES,Agua Caliente - Fuente de los Leones,19.42913,-99.23335,01,13
01023C01-NINOAGUILA,Fuente del Niño - Fuente de las Águilas,19.42854,-99.23195,01,14
01023C01-TRITONINO,Fuente de Tritones - Fuente del Niño,19.42868,-99.22982,01,15
01023B01-SRRSTAROSM,Sierra Santa Rosa - Muinura,19.43263,-99.21548,01,16
01023B01-SANISIDRO,San Isidro,19.43091,-99.21608,01,17
01023B01-SRRSTAROS4,Sierra Santa Rosa - Calle 4,19.43118,-99.21739,01,18
01023B01-SRRSTAROS10,Sierra Santa Rosa - Calle 10,19.43027,-99.21989,01,19
01023B01-SRRSTAROS13,Sierra Santa Rosa - Calle 13,19.42997,-99.22135,01,20
01023B01-SRRSTAROSA,Sierra Santa Rosa - Calle 16,19.42981,-99.22318,01,21
01023B00-ONTARIOATTE,Lago Ontario - Lago Atter,19.45522,-99.19404,01,22
01023B00-ONTARIOLORE,Lago Ontario - San Lorenzo,19.45456,-99.19142,01,23
01023B00-GOLFONTARI,Golfo del Eden - Lago Ontario,19.45417,-99.1897,01,24
01023B00-MNALGOLFOE,Av. Marina Nacional - Golfo del Eden,19.45681,-99.18905,01,25
01023A00-CETRAMTAC2,CETRAM Tacuba 2,19.45858,-99.18951,01,26
01023A00-PIPILANARCI,Blvd. Pipila - Narciso de Mendoza,19.43733,-99.22776,01,27
01023A00-PIPILACONSC,Blvd. Pipila - Av. del Conscripto,19.43806,-99.22851,01,28
01023A00-LERMAMEDIC,Av. Río Lerma - Especialidades Médicas,19.43737,-99.22957,01,29
01023A00-ESPMEDICAS,Especialidades Médicas,19.43713,-99.22905,01,30
01023A01-LERMAFCOME,Acueducto Río Lerma - Narciso Mendoza,19.43686,-99.22856,01,31
01023A01-AGUILAVFTES,Fuente de las Águilas - Av. de las Fuentes,19.42839,-99.22857,01,32
01023A01-TRITONAVFTE,Fuente de Tritones - Av. de las Fuentes,19.42911,-99.22812,01,33
01023A01-TRITONAGUIL,Fuente de Tritones - Fuente de las Águilas,19.42979,-99.22764,01,34
01023A01-IMLTRTECAMA,Industria Militar - Puente Tecamachalco,19.43127,-99.22614,01,35
01023A00-IMLTRTECAMA,Industria Militar - Puente Tecamachalco,19.43151,-99.22609,01,35
01023A01-IMLTRMEDICS,Industria Militar - Especialidades Médicas,19.43266,-99.22424,01,36
01023A00-IMLTRMEDICS,Industria Militar - Especialidades Médicas,19.43307,-99.22407,01,36
01023A01-IMLTRCESAR,Industria Militar - Gral. Cesareo Castro,19.43381,-99.22281,01,37
01023A00-IMLTRCESAR,Industria Militar - Gral. Cesareo Castro,19.43403,-99.22277,01,37
01023A01-IMLTRABRAH,Industria Militar - Gral. Abraham Cepeda,19.43568,-99.22119,01,38
01023A00-IMLTRABRAH,Industria Militar - Gral. Abraham Cepeda,19.43614,-99.22107,01,39
01023A01-IMLTRILDEFO,Industria Militar - Gral. Ildefonso Vazquez (Velatorio),19.43719,-99.21995,01,40
01023A00-IMLTRILDEFO,Industria Militar - Gral. Ildefonso Vazquez (Velatorio),19.43791,-99.21964,01,41
01023A01-IMLTRJCABRL,Industria Militar - Gral. Juan Cabral,19.43916,-99.21825,01,42
01023A00-IMLTRJCABRL,Industria Militar - Gral. Juan Cabral,19.43953,-99.21833,01,42
01023A01-IMLTRAPERIF,Industria Militar - Anillo Periférico,19.44177,-99.21615,01,43
01023A00-CLEGARIAPER,Calz. Legaria - Anillo Periférico,19.44262,-99.21529,01,44
01023A01-CLEGARIARDZ,Calz. Legaria - Presa Rodríguez,19.44329,-99.21331,01,45
01023A00-CLEGARIARDZ,Calz. Legaria - Presa Rodríguez,19.44362,-99.21308,01,45
01023A01-CLEGARIAPRD,Calz. Legaria - Presa Endo,19.44395,-99.21179,01,46
01023A00-CLEGARIAPRE,Calz. Legaria - Presa Salinillas Presa Don Martín,19.44516,-99.21016,01,47
01023A01-CLEGARIAPRE,Calz. Legaria - Presa Angostura,19.44641,-99.20784,01,48
01023A00-CLEGARIAMON,Calz. Legaria - Glorieta de la Moneda,19.44708,-99.20736,01,49
01023A01-CLEGARIARIO,Calz. Legaria - Río San Joaquín,19.44771,-99.20605,01,50
01023A00-CLEGARIARIO,Calz. Legaria - Río San Joaquín,19.44841,-99.20568,01,51
01023A01-CLEGARIAGIN,Calz. Legaria - Ginebra,19.44866,-99.20476,01,52
01023A00-GTAPANTEONF,Glorieta del Panteón Frances,19.44981,-99.20409,01,53
01023A01-CLEGARIAC2,Calz. Legaria - Calle 2,19.45035,-99.20281,01,54
01023A00-CLEGARIASTA,Calz. Legaria - Glorieta Santa Cruz Cacalco,19.45108,-99.20231,01,55
01023A01-CLEGARIATIT,Calz. Legaria - Lago Atitlan,19.45162,-99.201,01,56
01023A00-CLEGARIATIT,Calz. Legaria - Lago Atitlan,19.4521,-99.20089,01,57
01023A01-CLEGARIAGTA,Calz. Legaria - Glorieta Ignacio Allende,19.45282,-99.19923,01,58
01023A00-CLEGARIAGTA,Calz. Legaria - Glorieta Ignacio Allende,19.45362,-99.19862,01,59
01023A01-CLEGARIAFPE,Calz. Legaria - Felipe Carrillo Puerto,19.45433,-99.19697,01,60
01023A00-CLEGARIAFPE,Calz. Legaria - Felipe Carrillo Puerto,19.45488,-99.19677,01,61
01023A00-CLEGARIAIZA,Calz. Legaria - Lago Izabal,19.45588,-99.19513,01,62
01023A00-CLEGARIASUP,Calz. Legaria - Lago Superior,19.45767,-99.19254,01,63
01023A00-CETRAMTACU,CETRAM Tacuba,19.45846,-99.18906,01,26
0300L7-GTACUI01,Glorieta Cuitláhuac,19.44742,-99.13578,03,3912
0300L5-GANADEROS1,Ganaderos,19.35014,-99.11081,03,3913
0300L5-GANADEROS,Ganaderos,19.35014,-99.11095,03,3913
0300L5-CHURUOTE1,Churubusco Oriente,19.37156,-99.10775,03,3914
0300L5-CHURUOTE,Churubusco Oriente,19.37163,-99.10799,03,3914
0300L5-ACULCO1,Aculco,19.37491,-99.10789,03,3915
0300L5-ACULCO,Aculco,19.37485,-99.10807,03,3915
0300L5-APATLACO1,Apatlaco,19.37808,-99.109,03,3916
0300L5-APATLACO,Apatlaco,19.37805,-99.10915,03,3916
0300L5-CANALAPATLAC1,Canal de Apatlaco,19.38283,-99.11082,03,3917
0300L5-CANALAPATLACO,Canal de Apatlaco,19.38281,-99.11095,03,3917
0300L5-COLBACH31,Colegio de Bachilleres 3,19.38632,-99.11163,03,3918
0300L5-COLBACH3,Colegio de Bachilleres 3,19.38632,-99.11173,03,3918
0300L5-RECREO1,Recreo,19.39379,-99.11357,03,3919
0300L5-RECREO,Recreo,19.39389,-99.11368,03,3919
0300L5-MOCTEZUMA1,Moctezuma,19.42631,-99.11136,03,3920
0300L5-MOCTEZUMA,Moctezuma,19.42606,-99.11144,03,3920
0300L5-SANLAZARO1,San Lázaro Sur,19.4304,-99.11533,03,3921
0300L5-RIOCONSULADO1,Río Consulado,19.45359,-99.10834,03,3922
0300L5-RIOCONSULADO,Río Consulado,19.45369,-99.10854,03,3922
0300L5-RIOSTACOLETA1,Río Santa Coleta,19.45599,-99.10741,03,3923
0300L5-RIOSTACOLETA,Río Santa Coleta,19.45608,-99.10756,03,3923
0300L5-OTE1011,Oriente 101,19.46083,-99.10542,03,3924
0300L5-OTE101,Oriente 101,19.4609,-99.10568,03,3924
0300L5-VICTORIA1,Victoria,19.4673,-99.10263,03,3925
0300L5-VICTORIA,Victoria,19.46742,-99.10291,03,3925
0300L5-TALISMAN1,Talisman,19.471,-99.1011,03,3926
0300L5-TALISMAN,Talisman,19.47108,-99.10141,03,3926
0300L5-RIOGPE1,Río de Guadalupe,19.47594,-99.09895,03,3927
0300L5-RIOGPE,Río de Guadalupe,19.47607,-99.0993,03,3927
0300L5-SANJUANARAGO1,San Juan de Aragón,19.47984,-99.09731,03,3928
0300L5-SANJUANARAGO,San Juan de Aragón,19.47996,-99.09772,03,3928
0300L5-PREPA31,Preparatoria 3,19.4833,-99.09583,03,3929
0300L5-PREPA3,Preparatoria 3,19.4836,-99.09618,03,3929
0300L5-COYOL1,El Coyol,19.48746,-99.09401,03,3930
0300L5-COYOL,El Coyol,19.48746,-99.09447,03,3930
0300L5-VASCOQUIRO1,Vasco de Quiroga,19.4932,-99.09159,03,3931
0300L5-VASCOQUIRO,Vasco de Quiroga,19.49335,-99.09202,03,3931
0300L5-5MAYO1,5 de Mayo,19.49699,-99.08996,03,3932
0300L5-5MAYO,5 de Mayo,19.49716,-99.09044,03,3933
0300L5-NEWSDIVINE1,314 Memorial New's Divine,19.50053,-99.08847,03,3934
0300L5-NEWSDIVINE,314 Memorial New's Divine,19.50088,-99.08891,03,3935
0300L3-STACRUZATOYAC,Pueblo Sta. Cruz Atoyac,19.37159,-99.16098,03,3936
0400L8-CDAMSTAMPA,Cerrada Manuel Stampa,19.4991,-99.14681,04,4250
0400L8-ENCBIOLOGICA,Escuela Nacional de Ciencias Biológicas,19.4984,-99.14595,04,4251
05116A1-CENTENARI,Centenario,19.34615,-99.21123,05,4853
010C1150-EJ1NREFORMA,Eje 1 Norte Rayón - Av. Paseo de la Reforma,19.44385,-99.13943,01,64
010C1150-RFMEJCTRALC,Ricardo Flores Magón - Eje Central Lázaro Cardenas,19.44989,-99.13857,01,65
010C1150-RFMLERDO,Ricardo Flores Magón - Lerdo,19.45115,-99.14151,01,66
010C1150-RFMISSSTE,Ricardo Flores Magón - Tienda ISSSTE,19.45148,-99.14274,01,67
010C1150-RFMZARCO,Ricardo Flores Magón - Zarco,19.45179,-99.14377,01,68
010C1150-RFMGUERRERO,Ricardo Flores Magón - Guerrero,19.45247,-99.14593,01,69
010C1150-RFMZARAGOZA,Ricardo Flores Magón  - Zaragoza,19.45283,-99.14726,01,70
010C1150-RFMSABINO,Ricardo Flores Magón - Sabino,19.45499,-99.15895,01,71
010C1150-RFMLAUREL,Ricardo Flores Magón - Laurel,19.45506,-99.1595,01,72
010C1150-RFMFRESNO,Ricardo Flores Magón - Fresno,19.45518,-99.16008,01,73
010C1150-RFMCEDRO,Ricardo Flores Magón - Cedro,19.45533,-99.16122,01,74
010C1150-RFMNOGAL,Ricardo Flores Magón - Nogal,19.45562,-99.16306,01,75
010C1150-MAESGALLOS,Av. de los Maestros - Calz. de los Gallos,19.45599,-99.16597,01,76
010C1151-GAONAMILITAR,Rodolfo Gaona - Av. Ingenieros Militares,19.44967,-99.21658,01,77
010C1151-SOTELORNO102,Lomas de Sotelo - Retorno 102,19.44783,-99.21372,01,78
010C1151-SOTELOJOAQ,Lomas de Sotelo - Av. Río San Joaquín,19.44898,-99.20772,01,79
010C1151-JOAQMOLIERE,Av. Río San Joaquin - Moliere,19.44448,-99.199,01,80
010C1151-JOAQ,Av. Río San Joaquin - Lago Erne,19.44342,-99.19615,01,81
010C1151-HIELMARJOAQ,Lago Hielmar - Av. Río San Joaquin,19.44297000000001,-99.19225,01,82
010C1151-HIELMARGINEB,Lago Hielmar - Lago Ginebra,19.44501,-99.19197,01,83
010C1151-CHIEMLGNAUR,Lago Chiem - Lago Naur,19.44677,-99.19165,01,84
010C1151-FCPLAGOCHIEM,Felipe Carrillo Puerto - Lago Chiem,19.453,-99.18992,01,85
010C1151-FCPCJONLUZ,Felipe Carrillo Puerto - Callejón de la Luz,19.45283,-99.18918,01,86
010C1151-FCPSNJUANICO,Felipe Carrillo Puerto - San Juanico,19.45266,-99.18853,01,87
010C1151-FCPESPIRIDIN,Felipe Carrillo Puerto - Lago Espiridino,19.45253,-99.18791,01,88
010C1151-FCPCONSTANZ,Felipe Carrillo Puerto - Lago Constanza,19.45216,-99.18626,01,89
010C1151-RFMCEDRO,Ricardo Flores Magón - Cedro,19.45543,-99.16094,01,74
010C1151-RFMFRESNO,Ricardo Flores Magón - Fresno,19.45528,-99.15982,01,72
010C1151-RFMGUERRERO,Ricardo Flores Magón - Guerrero,19.45252,-99.14559,01,69
010C1151-RFMZARCO,Ricardo Flores Magón - Zarco,19.4519,-99.14361,01,68
010C1151-RFMLERDO,Ricardo Flores Magón - Lerdo,19.45114,-99.14093,01,90
010C1151-RFMEJCTRALC,Ricardo Flores Magón - Eje Central Lázaro Cardenas,19.44995,-99.13823,01,65
010C1151-REFRFLORESM,Av. Paseo de la Reforma - Ricardo Flores Magón,19.44871,-99.13525,01,91
TRIOX0-TERMCTRALABA,Terminal Central de Abastos,19.37185,-99.09618,TR,8722
TRIOX0-HUALQUI,Hualquila,19.3737,-99.09893,TR,8723
TRIOX0-GERENTES,Gerentes,19.37512000000001,-99.09845,TR,8724
TRIOX0-ETNOGRAFOS,Etnografos,19.37536,-99.09824,TR,8724
TRIOX0-EMBAJADORES,Embajadores,19.3761,-99.09785,TR,8725
TRIOX0-DIPLOMATICOS,Diplomaticos,19.37669,-99.09757,TR,8726
TRIOX0-ARCHIVISTAS,Archivistas,19.37795,-99.09688,TR,8727
TRIOX0-AVCNLAPATLAC,Av. Canal de Apatlaco,19.37965,-99.096,TR,8728
TRIOX0-HUALQUILA,Hualquila,19.37396,-99.09874,TR,8723
TRIOX0-OXXOCNLCHURU,OXXO Canal de Churubusco,19.37606,-99.09735,TR,8729
TRIOX0-ANASTASIOSARA,Anastasio Sarabia,19.36056,-99.11034,TR,8730
TRIOX0-ESCUADRON201,Metro Escuadrón 201,19.36451,-99.10941,TR,8731
TRIOX0-EJ4OTECHURU,eje 4 Oriente Av. Rio Churubusco,19.36981,-99.10812,TR,8732
TRIOX0-CHURUAVTE,Río Churubusco - Av. Te,19.39644,-99.09855,TR,8733
TRIOX0-CHURUAZAFRAN,Río Churubusco - Azafrán,19.40068,-99.0979,TR,8734
TRIOX0-CHURUCALL9,río Churubusco - Calle 9,19.41288,-99.09763,TR,8735
TRIOX0-CHURUAV8,Río Churubusco - Av. 8,19.41674,-99.09782,TR,8736
TRIOX0-BLVDAV6,Blvd. Pto. Aéreo - Av. 6,19.41758,-99.09737,TR,8737
TRIOX1-BLVDPTOAEREO,Metro Blvd. Puerto Aéreo,19.41935,-99.09637,TR,8738
TRIOX0-CALZERIZTAPA,Calz. Ermita Iztapalapa,19.35684,-99.11145,TR,8739
TRIOX0-ANASTASARABIA,Anastacio Sarabia,19.3607,-99.11057,TR,8730
TRIOX0-ANIOJUAREZ,Año de Juaréz 222,19.36486,-99.10689,TR,8740
TRIOX0-CALL2,Calle 2,19.37027,-99.10795,TR,8741
TRIOX0-CHURU10,Churubusco 10,19.37047,-99.10609,TR,8742
TRIOX0-EJ6STRABSOCIA,Eje 6 sur Trabajadores Sociales,19.37225,-99.10319,TR,8743
TRIOX0-SONORA,Sonora,19.37608,-99.1022,TR,8744
TRIOX0-CHURU775,Churubusco 775,19.38391,-99.10109,TR,8745
TRIOX0-CANALTEZONTL,Canal de Tezontle,19.38614,-99.1008,TR,8746
TRIOX0-OTE116,Oriente 116,19.38906,-99.10057,TR,8747
TRIOX0-OTE106,Oriente 106,19.39259,-99.10025,TR,8748
TRIOX0-OTE102,Oriente 102,19.39421,-99.10007,TR,8749
TRIOX0-PLUTARCOCALL,Av. Plutarco Elias Calles,19.39668,-99.0993,TR,8750
TRIOX0-PLUTARCOELIAS,Plurtarco Elias Calles,19.39709,-99.09923,TR,8750
TRIOX0-AVENA,Av. Río Churubusco - Avena,19.40194,-99.09851,TR,8751
TRIOX0-EJ3SANIL,Av. Rio Churubusco - Eje 3 Sur Añil,19.403,-99.09839,TR,8752
TRIOX0-PALACIODEPOR,Palacio de los Deportes Puerta 2,19.40445,-99.09814,TR,8753
TRIOX0-BLVDTERESAMIE,Blvd. Pto. Aéreo - Teresa de Mier,19.4172,-99.09827,TR,8754
TRIOX0-BLVDAV4,Blvd. pto. Aéreo-Av 4,19.41854,-99.09681,TR,8755
TRIOX0-PLAZAEROPTO,Plaza Aeropuerto,19.4204,-99.0963,TR,8756
CONGE1-TERMINALPTO,Terminal Puerto Aéreo,19.41977,-99.096,CO,8598
CONGE1-ZARAGOZA,Blvd. Pto. Aéreo - Zaragoza,19.42038,-99.09626,CO,8599
CONGE1-BLVDPTOAER,Potzolcalli Blvd. pto. Aéreo,19.42321,-99.0947,CO,8600
CONGE1-BLVDNTE9,Blvd. Pto. Aéreo - Norte 9,19.42436,-99.0941,CO,8601
CONGE1-BLVDNTE13,Blvd. Pto. Aéreo - Norte 13,19.42563,-99.09337,CO,8602
CONGE1-BLVDNTE17,Blvd. Pto. Aéreo - Norte 17,19.42723,-99.0925,CO,8603
CONGE1-NTE33,Norte 33,19.43344,-99.08908,CO,8604
CONGE1-PERSIA,Persia,19.43952,-99.0861,CO,8605
CONGE1-RIOCONS2941,Río Consulado 2941,19.44135,-99.08561,CO,8606
CONGE1-MOCEANIA,Metro Oceania,19.44472,-99.08694,CO,8607
CONGE1-PEKIN,Pekin,19.45006,-99.09169,CO,8608
CONGE1-PEQUINES,Pequines,19.45092,-99.09672,CO,8609
CONGE1-RIOCONS2332,Río Consulado 2332,19.44967,-99.101,CO,8610
CONGE1-EDOMOLINA,Eduardo Molina,19.4526,-99.10919,CO,8611
CONGE1-RIOCONS275,Río Consulado 275,19.45433,-99.1129,CO,8612
CONGE1-RIOCONS2010,Río Consulado 2010,19.45601,-99.11503,CO,8613
