nom_estab,codigo_act,nombre_act,alcaldia,latitud,longitud
ESPECIALIDADES DENTALES ARROYO,621211,Consultorios dentales del sector privado,Iztapalapa,19.31227122,-99.06995279
ESPECIALIDADES DENTALES BALBUENA,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.41775548,-99.10249408
ESPECIALIDADES DENTALES EDENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47043238,-99.11979199
ESPECIALIDADES DENTALES INTEGRADAS,621211,Consultorios dentales del sector privado,Coyoacán,19.35731724,-99.16916834
ESPECIALIDADES DENTALES MORELOS,621211,Consultorios dentales del sector privado,Tlalpan,19.27514412,-99.17134651
ESPECIALIDADES DENTALES SIN NOMBRE,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.40964188,-99.08269128
ESPECIALIDADES DENTALES UNICLAR,621211,Consultorios dentales del sector privado,Benito Juárez,19.37824727,-99.14679897
ESPECIALIDADES DENTALES YNALU,621211,Consultorios dentales del sector privado,Benito Juárez,19.37117072,-99.16701447
ESPECIALIDADES MEDICAS Y DENTALES,621211,Consultorios dentales del sector privado,Azcapotzalco,19.48420476,-99.18582533
ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.50827281,-99.12382906
ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47255036,-99.09719416
ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Iztapalapa,19.35470695,-98.99402987
ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Iztapalapa,19.35452447,-99.035027
ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Tlalpan,19.29004079,-99.22779875
ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Tlalpan,19.28526848,-99.22574
ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Tláhuac,19.29795673,-99.05515367
ESPECIALIDADES ODONTOLOGICAS SAN CHARBEL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.47765584,-99.20724132
ESPECIALIDADES ODONTOLOGICAS SAND DENT MEDIC,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.46617657,-99.08087227
ESPECIALIDADES ODONTOLOGICAS SIN NOMBRE,621211,Consultorios dentales del sector privado,Iztapalapa,19.36120791,-99.09359572
ESPECIALIDADES ODONTOLOGICAS ULEAP,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.52813507,-99.14141192
ESPECIALIDADES ODONTOLOGICAS Y AUDICION Y LENGUAJE,621211,Consultorios dentales del sector privado,Coyoacán,19.33711398,-99.12056242
ESPECIALIDADES ODONTOLOGICO,621211,Consultorios dentales del sector privado,Benito Juárez,19.38232123,-99.18672928
ESPECIALISTA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.45268804,-99.17406477
ESPECIALISTAS DENTALES GARDA,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.44964967,-99.18481234
ESPECIALISTAS DENTALES GUTIERREZ LOPEZ VELARDE,621211,Consultorios dentales del sector privado,Benito Juárez,19.38081695,-99.17423748
ESPECIALISTAS EN ORTODONCIA,621211,Consultorios dentales del sector privado,Iztapalapa,19.33904009,-99.03122076
ESPECIALISTAS EN SALUD BUCAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47511624,-99.11497262
ESTEFANIA SIUROB SANCHEZ,621211,Consultorios dentales del sector privado,Azcapotzalco,19.47799624,-99.18432914
ESTETICA DE SALUD DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.39799899,-99.15870413
ESTETICA DENTAL EXCELSIOR,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.42576513,-99.12569646
ESTETICA DENTAL KUA,621211,Consultorios dentales del sector privado,Coyoacán,19.31816686,-99.16193384
ESTIDENT CLINICA DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.46864452,-99.18092327
ESYTHE DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.37026548,-99.11538064
EUROPA DENTAL STUDIO,621211,Consultorios dentales del sector privado,Coyoacán,19.34292844,-99.1573171
EVADENT,621211,Consultorios dentales del sector privado,Tlalpan,19.28116167,-99.23484896
EVAL ODONTOLOGA INTEGRAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.33752579,-99.06008143
EVOLUCION DENTAL,621211,Consultorios dentales del sector privado,Coyoacán,19.33501818,-99.15935016
EVOLUCION DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.31113668,-99.07029135
EXCELENCIA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.45760041,-99.18875655
EXCELENTES DENTISTAS,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.51691451,-99.13585315
EXPERIENCIA DENTAL DENTISTA,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.45262935,-99.10985464
EXPERTT DENT,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.49148753,-99.07545134
FAMDENT,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.43549361,-99.15566637
FAMILY DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.38212213,-99.23524142
FAMILY DENTAL CENTER,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.45238095,-99.21973854
FARMACIA DEL CARMEN,621211,Consultorios dentales del sector privado,Iztapalapa,19.33116708,-99.08757767
FARMACIA FARMA DIGNA,621211,Consultorios dentales del sector privado,Coyoacán,19.32323195,-99.15259836
FARMACIA JIMENEZ Y CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.33803096,-98.99843406
FARO DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.39553177,-99.13923594
FINE SMILE CLINICA DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.33993431,-99.19365825
FLEIMO,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.41177548,-99.17446536
FRESKO BIENESTAR BUCODENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.34260301,-99.05206405
FRIDA DENT,621211,Consultorios dentales del sector privado,Iztapalapa,19.35341714,-99.00344732
FUNDACION BEST,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.41243846,-99.08987622
FUNDACION MIL SONRISAS,621211,Consultorios dentales del sector privado,Benito Juárez,19.36707616,-99.17995898
FUNDACION MIL SONRISAS,621211,Consultorios dentales del sector privado,Iztapalapa,19.38648167,-99.03731888
FUNDACION MIL SONRISAS,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48662505,-99.12599876
FUNDACION SONRISAS,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.42622525,-99.13802664
FUNDENT DENTISTA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.44689853,-99.06559257
G C DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.56672197,-99.13763212
G- DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.36073605,-99.01938687
GALVI DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.45453416,-99.069096
GAMA DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.32799149,-99.10401106
GARDEN DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.33469612,-99.07013676
GARDENT ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.38506245,-99.18859456
GENESIS DENTAL CARE,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.44141294,-99.1601242
GLAM GLAM,621211,Consultorios dentales del sector privado,Azcapotzalco,19.48389841,-99.18589197
GLOBAL DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.55591938,-99.13571328
GLOSS DENT,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43250702,-99.18345107
GM ESENCIA DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.37886751,-99.12867151
GMD GRUPO MUNDO DENTAL,621211,Consultorios dentales del sector privado,Coyoacán,19.3283468,-99.11450466
GO DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.3434925,-99.04698099
GODENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.37795515,-99.01496659
GOGUZ DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.24260095,-99.17332432
GOLD DENT,621211,Consultorios dentales del sector privado,Iztapalapa,19.34819218,-99.03254083
GOOD DENT,621211,Consultorios dentales del sector privado,Coyoacán,19.32473196,-99.16075053
GOOD SMILE,621211,Consultorios dentales del sector privado,Benito Juárez,19.36392506,-99.17626312
GOVAR CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.54378169,-99.14609294
GP DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.48918078,-99.1833072
GRUPO DE ODONTOLOGIA AVANZADA,621211,Consultorios dentales del sector privado,Benito Juárez,19.3937079,-99.17180845
GRUPO DENTAL ALEBRIJE,621211,Consultorios dentales del sector privado,La Magdalena Contreras,19.30469515,-99.25120124
GRUPO DENTAL BOSQUES,621211,Consultorios dentales del sector privado,Benito Juárez,19.38996781,-99.173049
GRUPO DENTAL ESPECIALIZADO,621211,Consultorios dentales del sector privado,La Magdalena Contreras,19.31846538,-99.22387207
GRUPO LOTO ESPECIALIDADES DENTALES,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.45179401,-99.19051319
GRUPO MEDICA DENTAL BELVIDA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48919073,-99.06814363
GRUPO MEDICO SOTELO,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.44926393,-99.21335234
GRUPO NEODENTAL,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.4104661,-99.1618251
GRUPO ODONTOLOGIA ESPECIALIZADA,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.33472725,-99.19958668
GRUPO ODONTOLOGICO,621211,Consultorios dentales del sector privado,Tlalpan,19.28211182,-99.22852906
GRUPO ODONTOLOGICO,621211,Consultorios dentales del sector privado,Iztapalapa,19.32962076,-99.0731481
GRUPO ODONTOLOGICO,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.40473471,-99.19635389
GRUPO ODONTOLOGICO DEL VALLE,621211,Consultorios dentales del sector privado,Benito Juárez,19.39762334,-99.17104036
GRUPO ODONTOLOGICO INTEGRAL,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.42884499,-99.10332284
GRUPO ODONTOLOGICO INTEGRAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.47779591,-99.17989019
GRUPO ODONTOLOGICO INTEGRAL,621211,Consultorios dentales del sector privado,Coyoacán,19.30687672,-99.16232994
GRUPO ODONTOLOGICO TEPEYAC,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47461347,-99.11442723
GRUPO ODONTOMEDIK HERCE,621211,Consultorios dentales del sector privado,Azcapotzalco,19.47544135,-99.18308852
GSS DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.46873782,-99.0838158
GUADALUPE ROMERO LABRA,621211,Consultorios dentales del sector privado,Coyoacán,19.32841111,-99.11539083
HALAKEN ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Benito Juárez,19.38795045,-99.15880676
HAPPY DENTAL HOUSE,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.4119814,-99.16108155
HARMONIOUS SMILE,621211,Consultorios dentales del sector privado,Iztacalco,19.38355104,-99.12925214
HD DENTAL,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.41562191,-99.1492526
HDI DENTAL COMPANY,621211,Consultorios dentales del sector privado,Iztapalapa,19.35071904,-99.01215102
HEBRIDIK DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.27346057,-99.22613235
HECTOR VELAZQUEZ GOMEZ,621211,Consultorios dentales del sector privado,Benito Juárez,19.37993554,-99.13965937
HER DENTAL,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.43906165,-99.10350335
HEYTOOTH,621211,Consultorios dentales del sector privado,Tlalpan,19.29882355,-99.14106602
HG DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.4860193,-99.18543546
HG DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.4656244,-99.18147281
HIGH DENT,621211,Consultorios dentales del sector privado,Iztacalco,19.40645512,-99.07981329
HOLIS DENT RELAJANDO TU SONRISA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.51577854,-99.13335192
HOMERO 3D,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43556058,-99.19277517
HR DIAGNOSTICO DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.54405263,-99.14597809
ICOENT,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.52165501,-99.14106537
IDEAL DENT,621211,Consultorios dentales del sector privado,Tlalpan,19.27218439,-99.15514341
IDEAL DENTAL MEXICO,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.44425653,-99.11120643
IDEALDENT,621211,Consultorios dentales del sector privado,Coyoacán,19.3215745,-99.1076916
IDEALDENT SUCURSAL AJUSCO,621211,Consultorios dentales del sector privado,Coyoacán,19.32125567,-99.16036334
IDENT,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.45852839,-99.06594717
IDENTY,621211,Consultorios dentales del sector privado,Coyoacán,19.33512418,-99.16125705
IGC ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,Tlalpan,19.29437613,-99.13936808
ILUMINA GRUPO DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.30159324,-99.08443295
IMAGEN DENTAL,621211,Consultorios dentales del sector privado,Tláhuac,19.2424807,-99.00063182
IMAGEN DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.53637546,-99.14889014
IMAGEN DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.52283969,-99.14324372
IMAGEN LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.41042496,-99.16203611
IMAGEN ODONTOLOGICA,621211,Consultorios dentales del sector privado,Benito Juárez,19.3890421,-99.18674457
IMAGEN SONRISAS DE DISEÑADOR,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43248181,-99.20406488
IMAGEN Y CUIDADO DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.49599873,-99.1958926
IMOP,621211,Consultorios dentales del sector privado,Iztapalapa,19.35862281,-99.13209035
IMPERIO DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.4922717,-99.14000832
IMPERIO DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.39788026,-99.14615797
IMPLAN & ORTODONTICS,621211,Consultorios dentales del sector privado,Benito Juárez,19.39237674,-99.16284012
IMPLANT & DENTAL STUDIO,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.44074699,-99.20916315
IMPLANTES DENTALES OLIVIA IBAÑEZ,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43040197,-99.20973075
IMPLORDENT,621211,Consultorios dentales del sector privado,Benito Juárez,19.37077765,-99.16106698
INDENT CLINIC,621211,Consultorios dentales del sector privado,Xochimilco,19.27773993,-99.1184362
INNDENT,621211,Consultorios dentales del sector privado,Coyoacán,19.31113075,-99.11098437
INNOVA DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.37425267,-99.14355404
INNOVA DENTAL CENTER,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.43013714,-99.10062668
INNOVA SMILE DENTAL,621211,Consultorios dentales del sector privado,Xochimilco,19.28069584,-99.13947048
INNOVAZIONE CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,Xochimilco,19.28232205,-99.11876134
INSTITUTO BIOPROGRESIVO DE ORTODONCIA,621211,Consultorios dentales del sector privado,Tlalpan,19.28648377,-99.16341593
INTEGRA DENT CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.45193258,-99.06343996
INTEGRACION DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.29696234,-99.22361535
INTEGRALDENT,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.3409284,-99.19843771
INVISDENT INOVACION DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.49317373,-99.13403654
IO DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.33229398,-99.27159614
ISKRA CLINICA MEDICA ODONTOLOGICA,621211,Consultorios dentales del sector privado,Coyoacán,19.30892418,-99.10460528
ISMAEL DENTAL PRO,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.52806209,-99.14414216
ISSADENT,621211,Consultorios dentales del sector privado,Tlalpan,19.26266949,-99.16855477
IVADEM,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.4256276,-99.15907337
J A DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.37771376,-99.1401949
JANMAR ODONTOLOGIA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.53843826,-99.14739876
JENCA DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.37633203,-99.17751605
JM DENT,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47141953,-99.11599716
JM DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.33026766,-99.24441215
JML DENTAL,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.42427433,-99.11220866
JOPIDENT,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.42999152,-99.16873252
JOSSO ESPECIALIDADES MEDICAS DENTALES,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.40731081,-99.18335678
JP ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.40581805,-99.16749903
JUSTSMILE ODONTOLOGIA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.55215528,-99.15051455
JYV CLINICA DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.45065955,-99.08706909
KA ODONTOLOGIA,621211,Consultorios dentales del sector privado,Tlalpan,19.29002785,-99.11487178
KARAND,621211,Consultorios dentales del sector privado,Benito Juárez,19.36093496,-99.15520487
KIDS DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.46438758,-99.17910006
KIMICHI,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.41321067,-99.09233329
KORODENT,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.40794633,-99.16382546
LA CASA DE LA SONRISA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.54241726,-99.14332744
LA CLINICA DENTAL,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.42026385,-99.1711926
LA CLINICA DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.37913445,-99.18739034
LA CLINICA DENTAL LINDAVISTA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48990517,-99.13148631
LA MUELA SHOP,621211,Consultorios dentales del sector privado,Iztacalco,19.39234278,-99.06850132
LA NUEVA SONRISA DENTISTA,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.4362268,-99.18237717
LA SONRISA DE DANY,621211,Consultorios dentales del sector privado,Coyoacán,19.31572076,-99.10405059
LA SONRISA DE MEXICO,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.41919626,-99.09825092
LABORATORIAL DENTAL MORALES,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.43510498,-99.13343634
LABORATORIO CREACION DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.28025964,-99.1697094
LABORATORIO DE ANALISIS CLINICOS,621211,Consultorios dentales del sector privado,Iztapalapa,19.33005004,-99.03484807
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.46813964,-99.12409244
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.39836769,-99.05730905
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.38336436,-99.03661045
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.46857161,-99.12507818
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.40209024,-99.10547371
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.39412099,-99.07191674
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.40120211,-99.06553307
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.38890987,-99.20193023
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.35509787,-99.23116033
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.27283361,-99.22949182
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.4176874,-99.22040403
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.43592348,-99.13478995
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.36475497,-99.15160624
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.37358635,-99.13970634
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Xochimilco,19.27941799,-99.12284752
LABORATORIO DENTAL,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.42323951,-99.08950382
LABORATORIO DENTAL ALIDEN,621211,Consultorios dentales del sector privado,Iztapalapa,19.35818616,-99.03948669
LABORATORIO DENTAL AMAYA,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.33941069,-99.20225401
LABORATORIO DENTAL BALTAZAR,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.45500798,-99.08826835
LABORATORIO DENTAL CORONANDO SONRISAS,621211,Consultorios dentales del sector privado,Milpa Alta,19.21539807,-98.99405341
LABORATORIO DENTAL FLEXI MAX,621211,Consultorios dentales del sector privado,Tláhuac,19.26686809,-99.00482186
LABORATORIO DENTAL JIREH,621211,Consultorios dentales del sector privado,Iztapalapa,19.32568279,-99.05112134
LABORATORIO DENTAL NUEVA IMAGEN,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.45628558,-99.16692521
LABORATORIO DENTAL PRO-DEN,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.49487781,-99.08881808
LABORATORIO DENTAL RIVAS,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.45670657,-99.18820065
LABORATORIO DENTAL RODRIGUEZ,621211,Consultorios dentales del sector privado,Cuauhtémoc,19.40678055,-99.16412826
LABORATORIO DENTAL SANCHEZ,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48801907,-99.09740285
LABORATORIO DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.46512652,-99.11637019
LABORATORIO DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.45877947,-99.18642778
LABORATORIO DENTAL VAZQUEZ,621211,Consultorios dentales del sector privado,Iztapalapa,19.31740032,-99.0616704
LABORATORIO DENTAL XIUHTIC,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47628762,-99.11406818
LABORATORIO ODONTOLOGICO,621211,Consultorios dentales del sector privado,Tlalpan,19.29631762,-99.1338739
LABORATORIO RADIOLOGIA,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.41092256,-99.08175242
LABORATORIO Y CLINICA DENTAL VICKY & HERNANDEZ,621211,Consultorios dentales del sector privado,Iztacalco,19.40363024,-99.071107
LASERDENT,621211,Consultorios dentales del sector privado,Benito Juárez,19.38639634,-99.17208453
LENA DENTAL ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.35311262,-99.06062338
LIDENTI ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,Tlalpan,19.26695907,-99.20524631
LILA DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.34828703,-99.09623849
LIMPIEZA TOTAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.40165365,-99.1395849
LINEA ODONTOLOGICA INTEGRAL,621211,Consultorios dentales del sector privado,Iztacalco,19.39430408,-99.13149658
LOFTYLIKE CLINICA DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.3202971,-99.08450509
LORI DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.34392981,-99.1907876
LUMINO DENT,621211,Consultorios dentales del sector privado,Benito Juárez,19.37312631,-99.1607532
LUNA DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.35482016,-99.01717661
M DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.2674976,-99.17522551
M R IMAGEN DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.46912105,-99.18454402
M&N DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.39875818,-99.05470769
M&O DENTISTAS,621211,Consultorios dentales del sector privado,Tlalpan,19.26693711,-99.16087938
MAC-DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.38986109,-99.21302742
MAKDENT DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.3985554,-99.09557386
MANIK MEDICINA DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.29125849,-99.1303604
MANUFACTURAS DENTALES,621211,Consultorios dentales del sector privado,Benito Juárez,19.38708415,-99.13877162
MARTHA JIMENEZ GUZMAN,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.4557248,-99.20255989
MAU DENTAL,621211,Consultorios dentales del sector privado,Coyoacán,19.32064346,-99.10571398
MAVI CADEN,621211,Consultorios dentales del sector privado,Azcapotzalco,19.47749863,-99.15873706
MAXIDENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.31724682,-99.09006848
MAYA DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.39695615,-99.07063004
MC CLINICA DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.40144244,-99.13485217
MC DENT,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.49307468,-99.14940604
MD DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.34565713,-99.22704383
MDENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.33862266,-99.0522033
MDN DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.3230228,-99.03548976
MEDI,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.33994309,-99.20289756
MEDI DIAGNOSTIK,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47731991,-99.14045436
MEDIC ORTHORDONTIC MEXICO,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.49135845,-99.07238124
MEDICA DENTAL SA,621211,Consultorios dentales del sector privado,Iztacalco,19.39945544,-99.09803678
MEDICA INTEGRAL,621211,Consultorios dentales del sector privado,Benito Juárez,19.39223637,-99.13785345
MEDICA ODONTOLOGICA,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.42490028,-99.0698325
MEDICAL DENTAL,621211,Consultorios dentales del sector privado,Álvaro Obregón,19.38014385,-99.24347078
MEDICAL ORTODENT,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.43124443,-99.10143888
MEDICO DENTISTA,621211,Consultorios dentales del sector privado,Iztapalapa,19.37856043,-99.03537522
MEDICO ODONTOLOGICO,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48549077,-99.0694444
MEDICO ODONTOLOGO YOLIHUALI,621211,Consultorios dentales del sector privado,Tláhuac,19.29022394,-99.03732369
MEDYDENT SERVICIOS DE SALUD,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.41719415,-99.12596288
MEGA INTELIDENT CLINIC,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.42270865,-99.10699399
