stop_id,stop_name,grupo_stop_id
0100C100-PERIFINE,Periférico - INE,887
0100C100-PERIFCARDIOL,Periférico - Cardiología,888
0100C100-PERIFTLALPN,Periférico - Tlalpan,889
0100C100-PERIFLEDUC,Periférico - Renato Leduc,890
0100C100-PERIFGRNSUR,Periférico - Gran Sur,891
0100C100-PERIF10OTE,Periférico - 10 Oriente,892
0100C100-PERIFOTE3,Periférico - Oriente 3,893
0100C100-PERIFJFKENNE,Periférico - J. F. Kennedy,894
0100C100-PERIFYOLIZTL,Periférico - Sala Ollin Yoliztli,895
0100C100-PERIFCUICUIL,Periférico - Piramide Cuicuilco,896
0100C100-PERIFINSURG,Periférico - Av. Insurgentes,897
0100C100-PERIFPERISUR,Periférico - Perisur,898
0100C100-PERIFTERESA,Periférico - Camino a Santa Teresa,899
0100C100-PERIFHROYAL,Periférico - Hotel Royal,900
0100C100-PERIFBLVDLUZ,Periférico - Blvd. de la Luz,901
0100C100-PERIFTVAZTEC,Periférico - TV Azteca,902
0100C100-PERIFHPEMEX,Periférico - Hospital de Pemex,903
0100C100-PERIFOAXACA,Periférico - Oaxaca,904
0100C100-PERIFCABRERA,Periférico - Luis Cabrera,905
0100C100-PERIFDIF,Periférico - DIF,906
0100C100-PERIFPCIVIL,Periférico - Protección Civil,907
0100C100-PERIFTARASQ2,Periférico - Tarasquillo 2,908
0100C100-PERIFTARASQU,Periférico - Tarasquillo,909
0100C100-PERIFJERONIM,Periférico - San Jerónimo,910
0100C100-PERIFINDEPEN,Periférico - Teatro Independencia,911
0100C100-PERIFEPADE,Periférico - Fepade,912
0100C100-PERIFTOLUCA,Periférico - Av. Toluca,913
0100C100-PERIFTELEVIS,Periférico - Televisa,914
0100C100-PERIFDESIERT,Periférico - Desierto de los Leones,915
0100C100-PERIFALTAVIS,Periférico - Altavista,916
0100C100-PERIFLORES,Periférico - Las Flores,917
0100C100-PERIFAGUILAS,Periférico - Las Aguilas,918
010Z2J00-BARRMUERTO3,Barranca del Muerto,919
0100C100-PERIFBMUERTO,Periférico - Barranca del Muerto,919
0100C100-PERIFMGMZ,Periférico - La Merced Gómez,920
0100C100-PERIFPLATERO,Periférico - Plateros,921
010Z2E00-TIZIANO1,Tiziano,922
0100C100-PERIFMOLINOS,Periférico - Molinos,922
0100C100-PERIFCELLINI,Periférico - Benvenuto Cellini,923
0100C100-PERIFANTONIO,Periférico - San Antonio,924
0100C100-PERIFCOSTCO,Periférico - Costco,925
010Z2J00-CALLE18,Calle 18,925
0100C100-PERIF11ABRIL,Periférico - 11 de Abril,926
0100C100-PERIFJALISCO,Periférico - Av. Jalisco,927
01021D01-RIOTACANA,Rio de Tacubaya y Canario,928
0100C100-PERIFCANARIO,Periférico - Canarios,928
0100C100-PERIFOBSERVA,Periférico - Av. Observatorio,929
0100C100-PERIFCONSTYT,Periférico - Av. Constituyentes,930
0100C100-PERIFERIACHA,Periférico - Feria de Chapultepec,931
0100C100-PERIFALENCAS,Periférico - Alencastre,932
0100C100-PERIFTSPETRO,Periférico - Fuentes de Petróleo,933
0100C100-PERIFPALMAS,Periférico - Palmas,934
0100C100-PERIFHORACIO,Periférico - Horacio,935
010C1961-RNCONFRMREZ,Rincón Gallardo - Gral. F. Ramírez,936
010C1961-EGUIAROCHA,Gob. Agustín Vicente Eguia - Gral. Sostenes Rocha,937
01020A00-CIRVICEEGUIA,Circuito Interior - Vicente Eguía,938
010C1961-VASCEJ4S,Maestro José Vasconcelos - Eje  4 Sur Gob. Agustín Vicente Eguia,938
01021A01-CIRINTBFRANK,Circuito Interior y Benjamin Franklin,938
010C1961-CANOESTEVA,Juan Cano - Gobernador Ignacio Esteva,939
010C1961-SANTOSTORNE,Pedro Antonio de los Santos - Tornel,940
01020A00-CIRMTOJUANA,Circuito Interior - Metro Juanacatlán,941
010C1961-SNTSPEDRAZA,Pedro Antonio de los Santos - Gómez Pedraza,941
010C1961-IZARAGUACLNT,Calz. Ignacio Zaragoza - Agua Caliente,942
010C1961-CALL1LAUREL,Calle 1 - Laurel,943
010C1960-BALNOLIMPICO,Base Balneario Olímpico,944
010C1960-GRAFCALL1,Talleres Gráficos - Calle 1,945
010C1960-GRAFCOMUNAL,Talleres Graficos - Comunal,946
010C1960-LEBRILMATEOS,Miguel Lebrija - Adolfo López Mateos,947
010C1960-AVCHAPULTE,Av. Chapultepec - Metro Chapultepec,948
0100C700-CHAPULTEPEC,Base Cetram Chapultepec,948
010C1960-VASCEJ2SJESC,Maestro José Vasconcelos - Eje 2 Sur Juan Escutia,949
010C1960-VASCREYES,Maestro José Vasconcelos - Alfonso Reyes,950
010C1960-MORANVASCON,Gral. José Morán - Maestro José Vasconcelos,951
0100C940-JMORAPASANT,José Moran y Pedro Antonio de los Santos,951
010C1960-MORANPRQLIRA,Gral. José Morán - Parque Lira,952
0100C920-LIRAJMORAN,Parque Lira y Gob. Gral. José Moran,952
010C1960-PERIFERICO,Base Periférico,953
010C1951-EJ3OLLPARDO,Eje 3 Oriente Francisco del Paso y Troncoso - Luis L. Pardo,954
010C1951-BOTULPAVIA,Lorenzo Boturini - Lázaro Pavia,955
010C1951-BOTUCUCURPE,Lorenzo Boturini - Cucurpe,956
010C1951-BOTUCALL1906,Lorenzo Boturini - Calle 1906,957
010C1951-BOTUCUNION,Lorenzo Boturini  - Congreso de la Unión,958
010Z4A01-E2CONLOREBOTU1,Eje 2 Ote. H Congreso de la Unión y Lorenzo Boturini,958
010C1951-BOTUSUR81,Lorenzo Boturini - Sur 81,959
010C1951-BOTUIXNAHUAL,Lorenzo Boturini - Ixnahualtongo,960
010C1951-BOTUCALZVIGA,Lorenzo Boturini - Calz. de la Viga,961
0100C500-VIGABOTURINI,La Viga y Lorenzo Boturini,961
010Z4A00-E1CLVIGLBOTU,Eje 1 Ote. Calz de la Viga y Lorenzo Boturini,961
010C1951-BOTUTOPACIO,Lorenzo Boturini - Topacio,962
010C1951-BOTUCLAVIJER,Lorenzo Boturini - Francisco J. Clavijero,963
010C1951-BOTUXOCOGO,Lorenzo Boturini - Xocongo,964
010C1951-BOTU5FEBRER,Lorenzo Boturini - 5 de Febrero,965
010C1951-BOTUICATOLIC,Lorenzo Boturini - Isabel la Católica,966
010C1951-BLRADELAPENA,Bolivar - Rafael Ángel de la Peña,967
010C1951-BOLJCUELLAR,Bolivar - José Cuellar,968
010C1951-MMFEJCTRALC,Manuel M. Flores - Eje Central Lázaro Cardenas,969
010C1951-DRTERRES,Dr. Martínez del Río - Dr. José Terres,970
010C1951-TERRVERTIZ,Dr. José Terres - Dr. José María Vértiz,971
010241-NHERBALM,Sobre Av. Niños Heroes y Dr. Balmis,972
010C1951-TERRNHEROES,Dr. José Terres - Niños Héroes,972
010C1951-PSTRLUCIO,Dr. Pasteur - Dr. Rafael Lucio,973
010C1951-PSTRCUAUHTEM,Dr. Pasteur - Av. Cuauhtémoc,974
010C1951-COAMERIDA,Coahuila - Mérida,975
0100C940-MERIDCOAHU,Mérida y Coahuila,975
010C1951-COAORIZABA,Coahuila - Orizaba,976
010C1951-COAYUCATAN,Coahuila - Yucatán,977
010C1951-COATONALA,Coahuila - Tonalá,978
010C1951-COAMNTEREY,Coahuila - Monterrey,979
010C1951-COAMEDELLIN,Coahuila - Medellin,980
010C1951-COAMANZANILL,Coahuila - Manzanillo,981
010C1951-COAHUINSURG,Coahuila - Insurgentes,982
010C1951-MICHNAVMX,Michoacan - Av. México,983
010C1951-AVMXSONORA,Av. México - Sonora,984
010C1951-SNRMX,Av. Sonora - México,985
010C1951-SNREJ2SNVOL,Av. Sonora - Eje 2 Sur Nuevo León,986
010C1951-SNRCOLIMA,Av. Sonora - Colima,987
010C1951-SNRDURANGO,Av. Sonora - Durango,988
010C1951-PUBLTAMPICO,Puebla - Tampico,989
010C1950-EJ3OEJ1SFRAY,Eje 3 Oriente Francisco del Paso y Troncoso - Eje 1 Sur Fray Servando Teresa de Mier,990
010C1950-EJ3ORNO13,Eje 3 Oriente Francisco del Paso y Troncoso - Retorno 13,991
010C1950-EJ2ASACONCHI,Eje 2A Sur  Av. del Taller - Aconchi,992
010C1950-EJ2ASCUCURP,Eje 2A Sur Av. del Taller - Cucurpe,993
010C1950-EJ2ASCAJEME,Eje 2A Sur Av. del Taller - Cajeme,994
010Z4A01-E2CONUNAVTALL,Eje 2 Ote. H Congreso de la Unión y Av. del  Taller,994
0100C501-CUNIONTALLER,Congreso de la Unión y Av. del Taller,995
010C1950-EJ2ASEJ2OTE,Eje 2A Sur Av. del Taller - Eje 2 Oriente Honorable Congreso de la Unión,995
010C1950-EJ2ASTORNO,Eje 2A Sur Av. del Taller - Torno,996
010C1950-EJ2ASRESURRE,Eje 2A Sur Av. del Taller - Callejón de la Resurrección,997
010C1950-EJ2ASEJ1OVIG,Eje 2A Sur Av. del Taller - Eje 1 Oriente Calz. de la Viga,998
010C1950-EJ2AS5FEBRE,Eje 2A Sur Manuel Payno - 5 de Febrero,999
010C1950-EJ2ASICATOLC,Eje 2A Sur Manuel Payno - Isabel la Católica,1000
010C1950-EJ2ASBOLIVAR,Eje 2A Sur Manuel Payno - Bolivar ,1001
010C1950-EJ2ASEJCTRAL,Eje 2A Sur Dr. Balmis - Eje Central Lázaro Cardenas,1002
010C1950-EJ2ASBARRAGA,Eje 2A Sur Dr. Balmis - Dr. Barragan,1003
010C1950-EJ2ASANDRADE,Eje 2A Sur Dr. Balmis - Dr. Andrade,1004
010240-VERTZBALM,Sobre Dr. J. M. Vertiz y Dr. Balmis,1005
010241-BALMVERT,Sobre  Dr. Balmis y Dr. J. M. Vertiz,1005
010C1950-EJ2ASVERTIZ,Eje 2A Sur Dr. Balmis - Dr. José María Vértiz,1005
010C1950-EJ2ASJIMENEZ,Eje 2A Sur Dr. Balmis - Dr. Jiménez,1006
010C1950-EJ2ASRLUCIO,Eje 2A Sur Dr. Balmis - Dr. Rafael Lucio,1007
010C1950-EJ2ASVILLADA,Eje 2A Sur Dr. Balmis - Dr. M. Villada,1008
010C1950-SLPCUAUHTEM,Eje 2A Sur San Luis Potosi - Eje 1 Poniente Av. Cuauhtémoc,1009
0100C940-MERIDSLP,Mérida y San Luis Potosi,1010
010C1950-SLPMERIDA,Eje 2A Sur San Luis Potosi - Mérida,1010
010C1950-SLPORIZABA,Eje 2A Sur San Luis Potosi - Orizaba,1011
010C1950-SLPTONALA,Eje 2A Sur San Luis Potosi - Tonalá,1012
010C1950-SLPEJ2PMREY,San Luis Potosi - Eje 2 Poniente Monterrey,1013
010C1950-SLPEJ3PMEDEL,San Luis Potosi - Eje 3 Poniente Medellin,1014
010C1950-SNRINSURGNT,Av. Sonora - Insurgentes,1015
010C1950-SNRPRQUEMX,Av. Sonora - Parque México,1016
010C1950-SNRAMSTERDA,Av. Sonora - Amsterdam,1017
010C1950-SNRPRQESPAN,Av. Sonora Parque EspaNa,1018
010C1950-SINOLSONORA,Sinaloa - Av. Sonora,1019
010C1950-ACAPLCPUEBL,Acapulco - Puebla,1020
010C1300-MCHAPULTEPE,Metro Chapultepec,1021
010240-CHAPTAMP,Sobre Av. Chapultepec y Tampico,1021
010C1950-CETRAMCHAP,Base Cetram Chapultepec,1021
010C1930-EJ4OHUALQUIL,Eje 4 Oriente Canal Río de Churubusco - Hualquila,1022
010C1931-EJ4OHUALQUIL,Eje 4 Oriente Canal Río de Churubusco - Hualquila,1022
010C1931-EJ4OPLZCTRAL,Eje 4 Oriente Canal Río de Churubusco - Plaza Central,1023
010C1931-EJ4OAPATLACO,Eje 4 Oriente Canal Río de Churubusco - Canal de Apatlaco,1024
010C1931-EJ4OTEZONTLE,Eje 4 Oriente Canal Río de Churubusco - Canal de Tezontle,1025
010C1931-EJ4OMEZCALAP,Eje 4 Oriente Canal Río de Churubusco - Río Mezcalapa,1026
010C1931-EJ4ORODEO,Eje 4 Oriente Canal Río de Churubusco - El Rodeo,1027
010C1931-EJ4OSUR16,Eje 4 Oriente Canal Río de Churubusco - Sur 16,1028
010C1930-EJ4OSUR12,Eje 4 Oriente Canal Río de Churubusco - Sur 12,1029
010C1931-EJ4OSUR12,Eje 4 Oriente Canal Río de Churubusco - Sur 12,1029
010C1931-EJ4OSUR8,Eje 4 Oriente Canal Río Churubusco - Sur 8,1030
010C1931-EJ4OSUR4PTE,Eje 4 Oriente Canal Río de Churubusco - Av. Sur 4 Poniente,1031
010C1931-AVSUROTE217,Av. Sur - Oriente 217,1032
010C1930-CTRALABASTO,Base Central de Abastos,1033
010C1930-EJ4OPLZCTRAL,Eje 4 Oriente Canal Río de Churubusco - Plaza Central,1034
010C1930-EJ4OTEZONTLE,Eje 4 Oriente Canal Río de Churubusco - Canal de Tezontle,1035
010C1930-EJ4OPTECARRI,Eje 4 Oriente Canal Río de Churubusco - Puente Carrizo,1036
010C1930-EJ4OTEAVTE,Eje 4 Oriente Canal Río de Churubusco - Av. Té,1037
010C1400-VAINICHURU,Vainilla y Río Churubusco,1038
010C1930-EJ4OVAINILLA,Eje 4 Oriente Canal Río de Churubusco - Vainilla,1038
010C1920-MTROSEVILLA,Av. Chapultepec - Metro Sevilla,1039
010C1301-SEVILLALOND,Av. Sevilla y Londres,1040
010C1921-CHAPUSEVILLA,Av. Chapultepec - Sevilla,1040
010C1921-CHAPUPRAGA,Av. Chapultepec - Praga,1041
010C1921-CHAPUVARSOV,Av. Chapultepec - Varsovia,1042
010C1920-EJ1SMERIDA,Eje 1 Sur Av. Chapultepec - Mérida,1043
010C1921-CHAPUNAPOLE,Av. Chapultepec - Nápoles,1043
010C1920-EJ1SMORELIA,Eje 1 Sur Av. Chapultepec - Morelia,1044
010C1921-CHAPUVERSAL,Av. Chapultepec - Versalles,1044
010C1900-VERSALLEJ1S,Versalles - Eje 1 Sur Av. Chapultepec,1044
010C1921-CHAPCUAUHT,Av. Chapultepec - Metro Cuauhtémoc,1045
010C1920-CALLE81,Base Calle 81,1046
010C1901-EJ1SCALL77,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 77,1047
010C1900-EJ1SAV8CAL77,Eje 1 Sur - Av. 8 Calle 77,1047
010C1901-EJ1SCALL65,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 65,1048
010C1900-EJ1SCALL57,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 57,1049
010C1901-EJ1SCALL57,Eje 1 Sur Gral.  Francisco Morazán - Av. 8 Calle 57,1049
010C1901-EJ1SCALL47,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 47,1050
010C1901-EJ1SCALL33,Eje 1 Sur Gral. Francisco Morazán - Av. 8 y Calle 33,1051
010C1900-EJ1SCALL33,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 33,1051
010C1901-EJ1SCALL23,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 23,1052
010C1900-EJ1SCALL13,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 13,1053
010C1901-EJ1SCALL13,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 13,1053
010C1901-EJ1SBLVDPTOA,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Cto. Interior Blvd. Puerto Aéreo,1054
010C1900-EJ1SCALL1,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 1,1054
01022A01-RIOCFCOMORAZAN,Rio Churubusco y Francisco Morazán,1054
010C1900-EJ1SGALINDOV,Eje 1 Sur Fray Servando Teresa de Mier - Jesús Galindo y Villa,1055
010C1901-EJ1SJGALINDO,Eje 1 Sur Fray Servando Teresa de Mier - Jesús Galindo y Villa,1055
010C1901-EJ1SRNO22,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 22,1056
010C1901-EJ1SRNO10,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 10,1057
010C1901-EJ1SGENAROG,Eje 1 Sur Fray Servando Teresa de Mier - Génaro García,1058
010C1900-EJ1SRNO7,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 7,1058
010C1901-EJ1SRNO6B,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 6B,1059
010C1901-EJ1SEJ3OTE,Eje 1 Sur Fray Servando Teresa de Mier - Eje 3 Oriente Francisco del Paso y Troncoso,1060
010C1901-EJ3OCECILIOR,Eje 3 Oriente Francisco del Paso y Troncoso - Cecilio Robelo,1061
010C1901-EJ3OUNIDADAN,Eje 3 Oriente Francisco del Paso y Troncoso - Unidad Anaranjada,1062
010C1901-EJ3OROBELO,Eje 3 Oriente Francisco del Paso y Troncoso - Cecilio Robelo II,1063
010C1901-EJ3SEJ2SFRAY,Eje 3 Sur Francisco del Paso y Troncoso -  Eje 2 Sur Fray Servando Teresa de Mier,1064
010C1901-EJ1SLAZAROP,Eje 1 Sur Fray Servando Teresa de Mier - Lázaro Pavia,1065
010C1900-EJ1SLAZAROPA,Eje 1 Sur Fray Servando Teresa de Mier - Lázaro Pavia,1065
010C1901-EJ1SUR103,Eje 1 Sur Fray Servando Teresa de Mier - Sur 103,1066
010C1901-EJ1SCONUNION,Eje 1 Sur Fray Servando Teresa de Mier - Congreso de la Unión,1067
010C1900-EJ1SUR81,Eje 1 Sur Fray Servando Teresa de Mier - Sur 81,1068
010C1901-EJ1SCIPRION,Eje 1 Sur Fray Servando Teresa de Mier - San Ciprion,1068
010C1901-EJ1SCIRCUNVA,Eje 1 Sur Fray Servando Teresa de Mier - Circunvalación,1069
010C1900-EJ1SMSONORA,Eje 1 Sur Fray Servando Teresa de Mier - Mercado Sonora,1069
010C1901-EJ1STOPACIO,Eje 1 Sur Fray Servando Teresa de Mier - Topacio,1070
010Z4H00-SPABTOPA,San Pablo y Topacio,1071
010240-TOPACARRE,Spbre Topacio y Cda. Carretones,1071
010C1901-EJ1ASNPABLO,Eje 1A Sur Topacio - San Pablo,1071
010C1901-EJ1ASJESUSMA,Eje 1A Sur Topacio - Jesús María,1072
010C1901-EJ1ASPINOSUA,Eje 1A Sur José María Izazaga - José María Pino Suárez,1073
010241-IZAZGPINO,Sobre J. M. Izazaga y  J.M. Pino Suárez,1073
010C1901-EJ1AS20NOVIE,Eje 1A Sur José María Izazaga - 20 de Noviembre,1074
010C1901-EJ1ASCATOLCA,Eje 1A Sur José María Izazaga - Isabel la Católica,1075
010241-IZAZGCATO,Sobre J. M. Izazaga e Isabel la Católica,1075
010241-IZAZGBOLI,Sobre J. M. Izazaga y Simón Bolívar,1076
010C1901-EJ1ASBOLIVAR,Eje 1A Sir José María Izazaga - Bolivar,1076
010C1901-EJ1ASIGUALDD,Eje 1A Sur José María Izazaga - Igualdad,1077
010241-IZAZGCTRL,Sobre J. M. Izazaga y Eje Ctral. Lázaro Cárdenas,1078
010C1901-EJ1ASEJCTRAL,Eje 1A Sur José María Izazaga - Eje Central Lázaro Cardenas,1078
010C1901-EJ1ASLTOAGUA,Eje 1A Sur Arcos de Belén - Metro Salto del Agua,1079
010241-BLNBTONO,Sobre Av. Arcos de Belén y Buen Tono,1079
010C1901-EJ1ASLMOYAS,Eje 1A Sur Arcos de Belén - Luis Moyas ,1080
010C1901-EJ1ASBALDERA,Eje 1A Sur Arcos de Belén - Balderas,1081
010241-BLNBALDE,Sobre Av. Arcos de Belén y Balderas,1081
010C1901-EJ1SENRICOM,Eje 1 Sur Av. Chapultepec - Enrico Martínez,1082
010C1901-EJ1SBUCARELI,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Bucareli ,1083
010C1901-TURINAGLEZ,Turín - Abraham González,1084
010C1901-AGLUCERNA,Abraham González - Lucerna,1085
010C1901-AGRALPRIM,Abraham González - Gral. Prim,1086
010C1901-AGSRIAGOBER,Abraham González - Secretaría de Gobernación,1087
010C1901-AGMORELOS,Abraham González - Morelos,1088
010C1901-CASOMADRID,Maestro Antonio Caso - Madrid,1089
010C1901-CASOINSURG,Maestro Antonio Caso - Insurgentes,1090
010C1901-CASOSCARNOT,Maestro Antonio Caso - Sadi Carnot,1091
010C1901-CASORENDON,Maestro Antonio Caso - Serapio Rendón,1092
010C1901-MNALTERMINS,Marina Nacional - Laguna de Términos,1093
010C1901-MNALXOCHIMI,Marina Nacional  - Lago Xochimilco,1094
010C1901-MNALUNITEC,Marina Nacional - UNITEC,1095
010C1901-MNALUVM,Marina Nacional - UVM,1096
010C1901-MNALESCOBED,Marina Nacional -  Mariano Escobedo,1097
010C1901-MNALGARDA,Marina Nacional - Lago Garda,1098
010C1901-MNALGFSIDRA,Marina Nacional - Golfo de Sidra,1099
010C1900-MNALESPIRDN,Marina Nacional - Lago Espiridino,1100
010C1900-MNALGARDA,Marina Nacional - Lago Garda,1101
010C1900-MNALESCOBED,Marina Nacional - Mariano Escobedo,1102
010C1900-MNALAGOISEO,Marina Nacional - Lago Iseo,1103
010C1900-MNALBOLSENA,Marina Nacional - Lago Bolsena,1104
010C1900-MNALTERMINS,Marina Nacional - Laguna de Términos,1105
010C1900-MNALMAYRAN,Marina Nacional - Laguna de Mayrán,1106
010C1900-MRNALTELMEX,Marina Nacional - Telmex,1107
010C1900-MMCONTLOGIN,Manuel María Contreras - Villalogín,1108
010C1900-LOGINRNAZAS,Villalogín - Río Nazas,1109
010C1900-LOGINRIONEVA,Villalogín - Río Neva,1110
010C1900-LOGINREGORM,Villalogín - Reforma,1111
010C1900-PRIMVIENA,Gral. Prim - Viena,1112
010C1900-PRIMLISBOA,Gral. Prim - Lisboa,1113
010C1900-VERSLIVERPO,Versalles - Liverpool,1114
010C1900-VERSMARSELL,Versalles - Marsella,1115
010C1900-EJ1SGUAYMAS,Eje 1 Sur Av. Chapultepec - Guaymas,1116
010C1900-EJ1SEJ1PTEC,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Av. Cuauhtémoc,1117
010C1900-EJ1SDRLUCIO,Eje 1 Sur Dr. Río de la Loza - Dr. Lucio,1118
010C1900-EJ1SNHEROES,Eje 1 Sur Río de la Loza - Niños Héroes,1119
010241-NHERLOZA,Sobre Av. Niños Heroes y Av. Dr. Río de la Loza,1119
010C1900-EJ1SDRVERTIZ,Eje 1 Sur Río de la Loza - Dr. Vértiz,1120
010C1900-EJ1SCONCILIA,Eje 1 Sur Río de la Loza - Junta de Conciliación,1121
010240-VERTZLOZA,Sobre Dr. Andrade y Av. Dr. Río de la Loza,1121
010240-LOZACTRAL,Sobre Av. Dr. Río de la Loza y Eje Ctrl. Lázaro Cárdenas,1122
010C1900-EJ1SEJCTRALC,Eje 1 Sur Río de la Loza - Eje Central Lázaro Cardenas,1122
010C1900-EJ1SBOLIVAR,Eje 1 Sur Fray Servando Teresa de Mier - Bolivar,1123
010240-FRAYBOLIV,Sobre Fray Servando Teresa de Mier y Simón Bolívar,1123
010C1900-EJ1SICATOLCA,Eje 1 Sur Fray Servando Teresa de Mier - Isabel la Católica,1124
010240-FRAYCATO,Sobre Fray Servando Teresa de Mier e Isabel la Católica,1124
010Z4H01-MEDMILFSTMIER,Escuela Médico Militar y Eje 1 Sur Fray Servando Teresa de Mier,1125
010240-FRAYXOCON,Sobre Fray Servando Teresa de Mier y Xocongo,1125
010C1900-EJ1SXOCONG,Eje 1 Sur Fray Servando Teresa de Mier - Xocongo,1125
010C1900-EJ1SCLAVJERO,Eje 1 Sur Fray Servando Teresa de Mier - Clavijero,1126
010C1900-EJ1SEJ1OTE,Eje 1 Sur Fray Servando Teresa de Mier - Eje 1 Oriente Anillo de Circunvalación,1127
010C1900-EJ1SEJ2OTE,Eje 1 Sur Fray Servando Teresa de Mier - Eje 2 Oriente Honorable Congreso de la Unión,1128
010C1900-EJ1SUR103,Eje 1 Sur Fray Servando Teresa de Mier - Sur 103,1129
010C1900-EJ1SICALDERO,Eje 1 Sur Fray Servando Teresa de Mier - Fernando Iglesias Calderón,1130
010C1900-EJ1SRNO27,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 27,1131
010C1900-EJ1SCALL39,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 39,1132
010C1900-EJ1SCALL47,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 47,1133
010C1900-EJ1SCALL63,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 63,1134
010C1900-EJ1SAV8CAL73,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 73,1135
010C1900-CALL77AV6,Calle 77 - Av. 6,1136
010C1900-77IZARAGOZA,Calle 77 - Calz. Ignacio Zaragoza,1137
010C1900-LINDRFIERRO,Carlos A. Lindbergh - Roberto Fierro,1138
010C1900-LINDHRUIZ,Carlos A. Lindbergh - Horacio Ruíz,1139
010C1900-JPALBLERIOT,Juan Pablo Aldasoro - Luis Bleriot,1140
010C1900-JPARGARROS,Juan Pablo Aldasoro - Rolando Garros,1141
010C1900-DUMONTVSANA,Santos Dumont - Juan Guillermo Villasana,1142
010C1900-CETRAMPANTIT,Base Cetram Pantitlan,1143
0100C721-AV504AV561,Av. 504 - Av. 561,1144
0100C720-AV504AV561,Av. 504 - Av. 561,1144
0100C721-553EJ3NAV506,Av. 553 - Eje 3 Norte Av. 506,1145
0100C721-553CDA547,Av. 553 - Cuarta Cerrada 547,1146
0100C720-AV504LFABELA,Av. 504 - Loreto Fabela,1147
0100C721-AV504,Base Av. 504,1147
0100C720-AV504,Base Av. 504,1148
010Z4H00-AVOCEDEPOCE0,Av. Oceanía y Deportivo Oceanía,1148
0100C720-AV504AV551,Av. 504 - Av. 551,1149
0100C720-549CDA547,Av. 549 - Tercera Cerrada 547,1150
0100C720-EJ3NAV549,Eje 3 Norte Av. 506 - Av. 549,1151
0100C711-NTE1FPTE110,Norte 1 F - Poniente 110,1152
0100C711-RMTEBASILISO,Real del Monte - Av. Ing. Basiliso Romo,1153
0100C710-EJ3NINSURGNT,Eje 3 Norte Av. Cuitlahuac - Av. Insurgentes Norte,1154
0100C710-EJCTRALCLAVE,Eje Central - Clave,1155
0100C710-BOROSHUMAN,Borodin - Shuman,1156
0100C700-EJ3NTERMONT,Eje 3 Norte Av. Cuitláhuac - Real del Monte,1157
0100C701-MNOEDVOCHA,Gral. Mariano Escobedo - Deportivo Chapultepec,1158
0100C700-MNOEVICHUGO,Gral. Mariano Escobedo - Victor Hugo,1158
010C1301-ESCOBHORAC,Mariano Escobedo y Horacio,1159
0100C701-MNOEHORACIO,Gral. Mariano Escobedo - Horacio,1159
0100C701-MNOEHOMERO,Gral. Mariano Escobedo - Homero,1160
0100C701-MNOEJNALMXN,Gral. Mariano Escobedo - Ejercito Nacional Mexicano,1161
010C1201-BETOESCOB,Lago Alberto y Mariano Escobedo,1162
0100C701-MNOEALBERTO,Gral. Mariano Escobedo - Lago Alberto,1162
0100C701-MNOEMAYRAN,Gral. Mariano Escobedo - Laguna de Mayran,1163
0100C701-MNOETERMINS,Gral. Mariano Escobedo - Laguna de Términos,1164
0100C700-MNOETERMNS,Gral. Mariano Escobedo - Laguna de términos,1164
0100C701-MNOEBOLSENA,Gral. Mariano Escobedo - Lago Bolsena,1165
0100C701-MNOEMARNAL,Gral. Mariano Escobedo - Marina Nacional,1166
0100C700-MNOELGARDA,Gral. Mariano Escobedo - Lago Garda,1166
0100C700-MNOEMARROJO,Av. Mariano Escobedo - Mar Rojo,1167
0100C701-MNOECANTABR,Av. Mariano Escobedo - Mar Cantabrico,1167
0100C701-EJ3NMXTCB,Eje 3 Norte Av. Cuitlahuac - México-Tacuba,1168
0100C701-EJ3NTRUJILLO,Eje 3 Norte Av. Cuitlahuac - Sánchez Trujillo,1169
0100C701-EJ3NPTE44,Eje 3 Norte Av. Cuitlahuac - Poniente 44,1170
0100C701-EJ3NEGIPTO,Eje 3 Norte Av. Cuitlahuac - Egipto,1171
0100C700-EJ3NPTE58,Eje 3 Norte Av. Cuitlahuac - Poniente 58,1172
